"","BART-Int","BART-Int-se","GPBQ","GPBQ-se","MI","MI-se","dim","n"
"1",0.0391476774068749,0.00704151519551896,0.00982662816306488,0.00178492663232092,0.0455102178853174,0.00798979642367415,1,20
"2",0.205825565623829,0.0333523567670742,0.16505923808953,0.0271721544560859,0.143214574573786,0.0233222634282628,2,40
"3",0.196624314072444,0.0334425981616093,0.610055310305819,0.0104854239179353,0.226631577648362,0.032909380373224,3,60
