"epochs","BARTMean","BARTsd","MIMean","MIsd","GPMean","GPsd","actual","runtimeBART","runtimeMI","runtimeGP"
1,204.931194627192,52.2667447424177,0,NA,1153.07566379708,0.789230898563604,11.187,6544.576,0.11200000000008,19719.676
2,198.136908183611,53.3084242572914,0,0,-834.651601052397,0.789470234225873,11.187,6544.576,0.11200000000008,19719.676
3,197.875890199371,54.8320383052995,132.271734502925,229.101364564328,-1668.1720335306,0.789606129166937,11.187,6544.576,0.11200000000008,19719.676
4,192.580173618113,52.647638760502,9.54823749214619,19.0964749842924,-2238.94581317792,0.789631971900458,11.187,6544.576,0.11200000000008,19719.676
5,195.913967498476,54.1636168527305,98.9489284113639,221.25653022857,-2062.31695661236,0.789655073143737,11.187,6544.576,0.11200000000008,19719.676
6,198.394257557096,55.0450898951525,43.1055713111601,105.586654783496,-2323.33900780012,0.789663527559428,11.187,6544.576,0.11200000000008,19719.676
7,184.92725944099,45.8476844985014,54.9139972178418,127.490047957479,-2503.16000636206,0.789666000328941,11.187,6544.576,0.11200000000008,19719.676
8,182.946501167126,56.321763851301,128.368552949404,241.170363825799,-2067.96799494384,0.789668725931965,11.187,6544.576,0.11200000000008,19719.676
9,194.367781754528,48.3932403181556,2.79893123754173,8.39679371262519,-1306.73177860223,0.789671931177423,11.187,6544.576,0.11200000000008,19719.676
10,181.863345105671,65.2527232727973,50.8592829468438,160.831174274987,-1135.86531837406,0.789674164998476,11.187,6544.576,0.11200000000008,19719.676
11,177.59640948731,62.0935899199396,1.49895176244805,4.97146057488212,-1522.00137058458,0.789675877355814,11.187,6544.576,0.11200000000008,19719.676
12,189.080326723455,52.3207296082655,0.291385614050145,1.00938937625901,-1184.31275200143,0.789676947473791,11.187,6544.576,0.11200000000008,19719.676
13,192.753760423198,51.9772072626129,61.3952315738981,150.708248331108,-1022.70064774825,0.789677816405231,11.187,6544.576,0.11200000000008,19719.676
14,173.225634201601,46.1683686235151,25.6092390620679,67.9148168020514,-955.165232894282,0.789679394182278,11.187,6544.576,0.11200000000008,19719.676
15,189.641749557687,56.3579309432892,183.562817800129,575.212137383416,-813.825400237437,0.789680090286052,11.187,6544.576,0.11200000000008,19719.676
16,181.792151124516,50.2550849366681,426.445526337382,855.156266756959,-668.589727674027,0.789680872564171,11.187,6544.576,0.11200000000008,19719.676
17,177.638583378788,48.6213635546023,353.904531241154,1373.81998432757,-734.921944526871,0.789681381216199,11.187,6544.576,0.11200000000008,19719.676
18,169.983727688803,50.8846300915879,43.9265375409832,144.776086741829,-590.574530433684,0.789682260778382,11.187,6544.576,0.11200000000008,19719.676
19,178.101786165027,43.8524552841755,24.3341463347542,66.4243526429385,-323.141584798625,0.789682578893457,11.187,6544.576,0.11200000000008,19719.676
20,181.260867123417,40.1915054892505,35.030400845822,91.6332533711433,50.4757163488891,0.789682745985044,11.187,6544.576,0.11200000000008,19719.676
21,180.120778416045,45.0125831244971,38.8717102235437,99.8613683547139,55.0900056207937,0.789682862244709,11.187,6544.576,0.11200000000008,19719.676
22,172.25045970764,41.0004130951688,209.994452227747,574.613239801057,-59.0977859478494,0.789683120356169,11.187,6544.576,0.11200000000008,19719.676
23,183.548313514542,61.2326986806854,39.0369462970633,106.268402457346,-35.8961214202982,0.789683211091048,11.187,6544.576,0.11200000000008,19719.676
24,156.703303680875,46.9800702011458,85.1562313821136,336.753508887088,101.594022450481,0.789683301565202,11.187,6544.576,0.11200000000008,19719.676
25,167.942837981402,46.2218382608156,308.492235511192,1326.73977294556,178.654959812606,0.78968335970551,11.187,6544.576,0.11200000000008,19719.676
26,162.688938611463,43.4686747904775,103.193106783197,271.148813663944,239.392888936607,0.789683402755407,11.187,6544.576,0.11200000000008,19719.676
