"epochs","BARTMean","BARTsd","MIMean","MIsd","GPMean","GPsd","actual","runtimeBART","runtimeMI","runtimeGP"
1,0.0199919840452709,0.00598339953694593,3.6366308022057e-16,NA,0.0154718668272835,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
2,0.0213263343110858,0.00703168558927816,9.53806438961581e-18,1.34888462377139e-17,0.0153896800838993,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
3,0.0197588614220953,0.00552004869870495,3.82509975841762e-11,6.62511469079155e-11,0.0153598895135474,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
4,0.0210002844841912,0.00591737043476231,2.2346771948398e-07,4.40834159998674e-07,0.0150795173030929,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
5,0.0182080740971189,0.00498240160045923,0.012692606591707,0.0283815311507176,0.0148160937569628,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
6,0.0185599658632348,0.00562620059120165,0.10830198858237,0.265284606854342,0.0145723332898342,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
7,0.0200966648444957,0.00703004589250022,6.41652305930791e-08,1.09630677235009e-07,0.0154080657230224,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
8,0.0219848144643609,0.00660696564396637,0.000382231028710292,0.00108111255990853,0.0152769570868259,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
9,0.0218175771923373,0.00674314131074746,0.00473348921729661,0.0142004676518887,0.0153321271700406,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
10,0.0181253931957248,0.00418998712272708,0.00368727183443059,0.0116577043280955,0.0151964675515046,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
11,0.019784045974045,0.00529141656216215,0.0219555854927208,0.0728184215977097,0.0149974443738756,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
12,0.0176213861708286,0.00333098606313487,0.0194586671822341,0.0562211383395479,0.0170544043940026,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
13,0.0182927245950916,0.00541285892628867,0.000531233476846482,0.00191538596271437,0.0168282565246045,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
14,0.0221492511224061,0.00728315591470574,0.0499992844817221,0.14500561837856,0.016899374491004,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
15,0.0178817029180009,0.00427066826597501,0.0406965148414209,0.157227391504613,0.0167236702582159,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
16,0.0195032602008224,0.00699981244815833,0.00062542257711934,0.00233735816821136,0.0165641036837769,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
17,0.0196509091321097,0.00628719997796882,0.0366258203908054,0.151006465647061,0.016432134056231,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
18,0.018783978030863,0.00750282167156178,0.00812874353818109,0.0258886344191165,0.0162053899111925,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
19,0.0199856516003995,0.00696478650128617,0.000111470769903918,0.000481596687365581,0.0237435474991798,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
20,0.0211551827720595,0.0078643829257784,0.0175315945953916,0.0775747294397354,0.0235147996427258,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
21,0.0185614815559557,0.00507800310650329,2.79192883382928e-05,0.000125650970971298,0.0236144407499523,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
22,0.0190970369947369,0.00630246786137311,0.0391611263678032,0.177836716242892,0.0234007675317116,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
23,0.0207864939472248,0.00719902121300284,0.0438810674945335,0.207729122570981,0.0234936721044505,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
24,0.0180785903832435,0.00497002415516041,0.0332697861535064,0.159537324962774,0.0301592716714367,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
25,0.018643459249881,0.00614436521356942,3.44895813492447e-05,0.00016555003845868,0.0297894777031615,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
26,0.0193608975962598,0.00583042837558856,0.00762154657221735,0.0279109732734157,0.0293519627812202,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
27,0.0195153974488811,0.00711422860636616,6.59872230934426e-07,2.43979904100692e-06,0.0290814243307977,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
28,0.0197946039836652,0.00685596057145033,0.00275286931441786,0.0112941883684559,0.0287110682256753,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
29,0.0197334616502369,0.00628356395751634,0.0107409176024707,0.0433332493813549,0.0284488476900151,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
30,0.0187159060952223,0.00668568480209353,0.00175608195117,0.00678065387239938,0.0281197452859487,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
31,0.017415475925705,0.00633658247005359,0.0142939095964579,0.0753578364653092,0.0280615169058365,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
32,0.0161018886280289,0.00350200255331069,0.00220578344480843,0.00835303977814509,0.0280952082744079,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
33,0.0180331519893414,0.00654485594345425,0.023461803127088,0.134687323136365,0.0277200365017052,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
34,0.021123573849562,0.00590424763406664,0.00911024165472018,0.0460191860002582,0.0278954229834198,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
35,0.0197814879567367,0.00539492585136437,0.0640031931147398,0.218224218572373,0.0279054369852929,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
36,0.0207835682325786,0.00952617098775058,0.0385847308766922,0.152828958401938,0.0280970400781371,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
37,0.0172756278020077,0.0048196550672635,0.0356572670929143,0.160955597899331,0.0280477526866889,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
38,0.0179217477669551,0.00437037828603576,0.00692794528758033,0.0219810273559833,0.0279195744951721,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
39,0.01602279003129,0.00481849317777298,0.00133348962800579,0.00773422352621486,0.0275307535048341,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
40,0.0250256703621265,0.00824757186089299,0.0176962519587304,0.0882502556061779,0.0282472297985805,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
41,0.0212851471280439,0.00549219396245475,0.0154113383419989,0.0701610928300913,0.0278731075595715,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
42,0.0180149843687143,0.00538157729716709,0.00637387017296907,0.0405837781220313,0.0278467230195929,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
43,0.0206903643648674,0.00684446921876301,0.00542495481569049,0.0225021965198578,0.0276383290038211,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
44,0.0192764867029253,0.00587217260515522,0.000174900068739411,0.00115715618206303,0.027743678097977,NA,0.01333333,1360.039,1.18099999999981,45.5039999999999
