"epochs","BARTMean","BARTsd","MIMean","MIsd","GPMean","GPsd","actual","runtimeBART","runtimeMI","runtimeGP"
25,19.896114677032,0.00386876134448614,19.8941143692021,0.0223848772575017,19.7441034703553,0.048728261040293,19.8963198035657,17.462,0.0330000000000013,198.459
30,19.9010441169597,0.0035751660003969,19.8964810904564,0.0250334781349938,19.7271320194629,0.0515341526427806,19.8963198035657,14.851,0.00100000000000477,180.537
35,19.8982435708945,0.0042502375199249,19.8959155914067,0.0247225898641889,19.7728371483562,0.0433837305738972,19.8963198035657,15.637,0.0010000000000332,188.15
40,19.8996799283784,0.00361662053462915,19.8939646620942,0.0263655206431853,19.7777694385143,0.0415189121257609,19.8963198035657,15.9340000000001,0,204.67
45,19.8988601752532,0.00344905572600101,19.8945056823882,0.0260538406337585,19.7838687241814,0.0432369160969144,19.8963198035657,18.009,0.000999999999976353,187.866
50,19.8985898685637,0.00290931682145284,19.8928577872052,0.0271452091755034,19.7964707081537,0.0446336450537251,19.8963198035657,14.653,0,180.079
55,19.8966166360692,0.00423456386240404,19.8928853085688,0.0266893945603533,19.7994282505295,0.0387815538505385,19.8963198035657,14.4659999999999,0,179.289
60,19.8998527993216,0.00421380060328715,19.8952356962938,0.0294299832506328,19.7292942612974,0.0427855711711576,19.8963198035657,14.54,0.000999999999976353,185.834
65,19.9006311220943,0.00454072990726538,19.8957838370828,0.0291371355237232,19.722063636299,0.0450689405939489,19.8963198035657,15.0910000000001,0.000999999999976353,188.423
70,19.8993873956475,0.00398948419291861,19.8954787186652,0.028747374289582,19.7408116414284,0.0416571045114975,19.8963198035657,15.2820000000002,0,183.468
75,19.9006655975481,0.0044008685545542,19.8969797711095,0.029681068924949,19.7240417458413,0.037072010822107,19.8963198035657,14.75,0.000999999999748979,185.816
80,19.8998123751007,0.003388558102579,19.8958800426788,0.0299888961778408,19.7327655650625,0.0350363428777701,19.8963198035657,15.0610000000001,0,180.989
85,19.8976529710631,0.00395278957502686,19.8957317745643,0.0295832010431594,19.7368229431351,0.0396329946753022,19.8963198035657,15.107,0.000999999999748979,185.486
90,19.8984703904308,0.00397633214242934,19.8963255733484,0.0294093750445413,19.7461018134519,0.0331804431890353,19.8963198035657,15.3249999999998,0.00100000000020373,179.766
95,19.8989796772136,0.0044399858584756,19.8957365322035,0.029252048220671,19.7506772867119,0.0270489074439178,19.8963198035657,15.0899999999997,0.00100000000020373,179.833
100,19.8992251652582,0.00399486757662528,19.8966003951424,0.029386937910428,19.761434858295,0.0327641517414564,19.8963198035657,16.3620000000001,0.00100000000020373,182.849
