"","X10","X30","X50","X70","X100"
"1",0.16703204223273,0.159092133310474,0.153134425897136,0.158721988584228,0.15695605297032
"2",0.179189044391574,0.16003542703348,0.150953522981989,0.159789028641711,0.156623463741133
"3",0.157251360422326,0.157830431715927,0.152118352166593,0.159213051925584,0.157778193090696
"4",0.168631888550847,0.156458114417201,0.152580103507656,0.157072198890579,0.158551826572287
"5",0.156102261195098,0.155700992076665,0.153508595626047,0.155046557556207,0.159238281530577
"6",0.143908050023618,0.155710467886378,0.153406658867163,0.155785267093952,0.158883231898398
"7",0.150439775532148,0.156076307808041,0.153417023326712,0.155898641610011,0.159331180054156
"8",0.147287694983188,0.154755673385561,0.154452795715973,0.157921379465125,0.159302177480208
"9",0.149235341246572,0.155133263168393,0.154674395978377,0.158087430173959,0.158332178223038
"10",0.153489171709751,0.155300453289518,0.153991840649137,0.158016992139229,0.158474386318484
"11",0.150611408643644,0.154411833369124,0.154783812379566,0.15798784218096,0.15880282173715
"12",0.148553524917875,0.156025480132978,0.155114164391384,0.157529417703512,0.15867628882248
"13",0.150748097000264,0.155536094310738,0.154856138023555,0.157026932839363,0.158343733333877
"14",0.151060075206915,0.156269225581039,0.155176791337361,0.156228179044403,0.158315619600875
"15",0.152673699026724,0.156114345002767,0.155328582806214,0.156906777077835,0.158506488916773
"16",0.153990908895338,0.156450765196471,0.155910343245503,0.156313692446886,0.158302527855272
"17",0.155881167223141,0.155738180803742,0.15645632328115,0.156704926957173,0.158230768494884
"18",0.15535767455755,0.155562614782154,0.157112070938398,0.156806115319531,0.158924967292782
"19",0.156303824389868,0.155630472482185,0.158118862211783,0.156917416650864,0.159000697191814
"20",0.156555428024319,0.15547388772363,0.157529323013082,0.157101564732984,0.158595124204754
"21",0.155196755510609,0.15650721413716,0.156912243766314,0.157260921345974,0.158442033169165
"22",0.154554953848462,0.155933222904071,0.15662532208174,0.157803327822166,0.158160081924261
"23",0.155337255968854,0.155615236735754,0.156918085630026,0.157503245087775,0.15802571528891
"24",0.15583691793649,0.15563916512446,0.156326574567081,0.157241610516282,0.157801367319195
"25",0.156831624047774,0.155303302215755,0.156267036809909,0.15743977930841,0.157818266354275
"26",0.156124989768784,0.154676918061652,0.156158273323418,0.157731019994545,0.158045607101781
"27",0.155500156168447,0.154983684886006,0.156504196467954,0.157261163243306,0.158277515437035
"28",0.154631152667524,0.154601766110962,0.15683652019497,0.156746093019901,0.158352129141417
"29",0.155190041772846,0.155762486424112,0.156621991302155,0.15673131169809,0.158287829228402
"30",0.15619156433274,0.155773427373652,0.15659019315656,0.156716866492214,0.158427156029379
"31",0.155946877371578,0.156527769851931,0.155688774908246,0.1568268559558,0.158472147455449
"32",0.156390381741497,0.156731846750427,0.155931318575171,0.157058478432007,0.158651408689669
"33",0.156958862884789,0.157067229190212,0.156115657874523,0.156532263938533,0.158556047370253
"34",0.156483338569905,0.157086654357616,0.155971854044142,0.156627874193451,0.158588724510354
"35",0.1564540124499,0.15682208635967,0.156515200275969,0.156847624177381,0.158270625049647
"36",0.157135045840792,0.156681196800817,0.156435738729268,0.156511881893554,0.158389480727788
"37",0.157280392081129,0.156976231001853,0.1564277243108,0.15676639937604,0.158714075307629
"38",0.156747007641819,0.157190917682732,0.156055678204617,0.156698371864314,0.158674834992284
"39",0.156515460326184,0.157464132732982,0.156155264552137,0.156883410737156,0.158965769830419
"40",0.1567203595257,0.156940530015696,0.156330618050221,0.157012729945418,0.159243167724141
"41",0.156810054385151,0.156952887911152,0.156790263444091,0.15723944019406,0.1592727114113
"42",0.157024549593806,0.157176163102743,0.157024385722212,0.157491636696687,0.159112162879571
"43",0.15692881451772,0.156919625730801,0.157120692548069,0.15763612975514,0.159140547896843
"44",0.157231412529486,0.156931023131052,0.157248974329189,0.157618815685822,0.158743897138491
"45",0.157143753479394,0.156921393499182,0.157497518455993,0.157952000688472,0.158946437196655
"46",0.157044974004339,0.156821244310282,0.157639074065777,0.157966295992833,0.159674582111736
"47",0.157254943793676,0.156941539769104,0.158559337739758,0.158094893693791,0.159779261753119
"48",0.157804010868785,0.157145863348382,0.158038913299609,0.158076302844148,0.159699536330117
"49",0.157680329324246,0.1573702563955,0.158149163974666,0.158232988760472,0.159913336971779
"50",0.15725108218242,0.157427459196266,0.158392809625476,0.158442941680777,0.159892385818416
"51",0.157916587448296,0.157625938339113,0.158322076449386,0.158649366541768,0.159700308632287
"52",0.158253134496075,0.157336830438581,0.158274908843397,0.158599527827938,0.159839679195494
"53",0.158482977933547,0.157069507999636,0.158274160730051,0.158452750770576,0.159828440668171
"54",0.158764854752096,0.157273386128375,0.158077929175634,0.158597229067657,0.159863698271539
"55",0.158689397118778,0.157700547661482,0.157909062726386,0.158624257927555,0.159782715196827
"56",0.158742453536712,0.157469711635588,0.157866410595552,0.158960672237344,0.159808743535064
"57",0.15867959324915,0.157657406635116,0.158205696857091,0.15888942092851,0.159806112305799
"58",0.158084976859095,0.157960680675642,0.158205426059054,0.158761458063075,0.159780995357855
"59",0.158153034322816,0.158027968145196,0.158211492814772,0.158719404962674,0.159658398255674
"60",0.157977377387729,0.157865425541012,0.158528480464866,0.158687855122145,0.159408211874781
"61",0.15821707150498,0.15789395484147,0.158657102634914,0.15853441359668,0.159586218120759
"62",0.158307921216506,0.15801561740537,0.158879314169136,0.158858990023177,0.159800280975742
"63",0.158291131352753,0.157816156208616,0.158941417968691,0.158739701953717,0.159863622723586
"64",0.158084403843613,0.15812453044211,0.159017325624082,0.158725144766692,0.159730719631551
"65",0.158387291697809,0.157818878160629,0.158923425614121,0.15877696591353,0.159626436555254
"66",0.158493751216522,0.157951987276216,0.158823700620505,0.158655725524138,0.159492570930857
"67",0.158595331041668,0.158102062609561,0.158590882722957,0.158711938524987,0.159452590800705
"68",0.158001895862105,0.158392243404047,0.15825297842607,0.15849712702565,0.159369720124467
"69",0.157775850221566,0.158185864918957,0.158247449309624,0.158434331790408,0.159437356048546
"70",0.158595973319799,0.158379338691827,0.158227505784234,0.158767792477235,0.159424521683882
"71",0.158556859950778,0.158443292079417,0.158353644811301,0.158707163118327,0.159506693515564
"72",0.158829340603056,0.158296642024088,0.158439886260629,0.158713157911591,0.159535486885277
"73",0.158982878642603,0.158581246156576,0.158497680663014,0.15877679827496,0.159458412563955
"74",0.159323838487448,0.158725242464665,0.158436569406553,0.158906573831617,0.159367786292496
"75",0.159549416140626,0.158735688776038,0.158567847222599,0.158948843399416,0.159344762323391
"76",0.159368542448331,0.158797681584594,0.158761053151154,0.158882994432373,0.159371848929684
"77",0.15968927288248,0.159040457949738,0.158781648968106,0.15901634273138,0.159268543205949
"78",0.160046311204046,0.158843009629066,0.158691613193074,0.159043343297363,0.159270153207011
"79",0.159829233010907,0.158481599533472,0.158816625477346,0.158951067058961,0.159246151238415
"80",0.159966961393617,0.158390701937185,0.15870005866022,0.159110834685486,0.159233425454614
"81",0.160091080283742,0.158586484777163,0.158827300530277,0.159117949030826,0.158935596461396
"82",0.160268537655296,0.158253617904679,0.158787707265561,0.159084781728134,0.158939706758981
"83",0.159904413660412,0.158375023085539,0.158793986603452,0.158938536588467,0.158951883193484
"84",0.159746404007537,0.1584022218487,0.158629241581518,0.159049403195293,0.158831039060851
"85",0.159735539638395,0.158365529747248,0.158593510890154,0.159207826586162,0.158852957548403
"86",0.159894487159216,0.158271183029092,0.158733449781997,0.159219368006642,0.158838605975881
"87",0.160137623586353,0.158153108740991,0.158752562617732,0.159154414465904,0.158938384276925
"88",0.160299867685294,0.158107581559433,0.158531936667824,0.159195438344236,0.158901223121228
"89",0.160316636826748,0.158158036860077,0.158490036517418,0.159176863062586,0.158955200293171
"90",0.159502635773642,0.158087213368541,0.158668098178389,0.159270586099603,0.158966191576354
"91",0.15945056184835,0.158268068353111,0.158948004160872,0.159364153900823,0.159013995073081
"92",0.159447168046519,0.158248271737789,0.159046074796367,0.159366952376796,0.159007707374433
"93",0.159431545505337,0.158384701024707,0.159159666810102,0.159367929310973,0.159000747582517
"94",0.159232518407771,0.158399254608883,0.159157161831194,0.159336661121586,0.159038203511239
