"epochs","GPMean","GPVariance","runtimeGP"
1,0.16703204223273,0.00906715736086117,2353.622
2,0.179189044391574,0.00700285262765499,2353.622
3,0.157251360422326,0.00551735221048522,2353.622
4,0.168631888550847,0.00442446274226826,2353.622
5,0.156102261195098,0.00346120984246212,2353.622
6,0.143908050023618,0.00281002777658901,2353.622
7,0.150439775532148,0.00243479969295257,2353.622
8,0.147287694983188,0.00211835382306602,2353.622
9,0.149235341246572,0.00189460972912914,2353.622
10,0.153489171709751,0.001629875024589,2353.622
11,0.150611408643644,0.00140026053710685,2353.622
12,0.148553524917875,0.00120648485869279,2353.622
13,0.150748097000264,0.00102100250831205,2353.622
14,0.151060075206915,0.000906296979496846,2353.622
15,0.152673699026724,0.000784085162996329,2353.622
16,0.153990908895338,0.000622169495570035,2353.622
17,0.155881167223141,0.000543583738521924,2353.622
18,0.15535767455755,0.000471205570246602,2353.622
19,0.156303824389868,0.000400880847060359,2353.622
20,0.156555428024319,0.000322192761785911,2353.622
21,0.155196755510609,0.000265793089828659,2353.622
22,0.154554953848462,0.000199029855088462,2353.622
23,0.155337255968854,0.000140385595693182,2353.622
24,0.15583691793649,0.000118359769509802,2353.622
25,0.156831624047774,9.5755788207641e-05,2353.622
26,0.156124989768784,6.38889082695826e-05,2353.622
27,0.155500156168447,3.57782891515779e-05,2353.622
28,0.154631152667524,1.53475268461767e-05,2353.622
29,0.155190041772846,-2.05019575316712e-07,2353.622
30,0.15619156433274,-2.11624000703292e-05,2353.622
31,0.155946877371578,-3.59740927309282e-05,2353.622
32,0.156390381741497,-4.89689107047164e-05,2353.622
33,0.156958862884789,-6.50450928284529e-05,2353.622
34,0.156483338569905,-7.94894571599647e-05,2353.622
35,0.1564540124499,-9.00708621622837e-05,2353.622
36,0.157135045840792,-0.000103602503312872,2353.622
37,0.157280392081129,-0.000113641561321209,2353.622
38,0.156747007641819,-0.000122251184929811,2353.622
39,0.156515460326184,-0.000130520280896662,2353.622
40,0.1567203595257,-0.000137241523570752,2353.622
41,0.156810054385151,-0.000143227368354482,2353.622
42,0.157024549593806,-0.000152279920777154,2353.622
43,0.15692881451772,-0.000157911114478604,2353.622
44,0.157231412529486,-0.000167562497623286,2353.622
45,0.157143753479394,-0.000175700152406422,2353.622
46,0.157044974004339,-0.000183098314681107,2353.622
47,0.157254943793676,-0.000189500309468738,2353.622
48,0.157804010868785,-0.000197420540914983,2353.622
49,0.157680329324246,-0.000204186957217911,2353.622
50,0.15725108218242,-0.000211410058241102,2353.622
51,0.157916587448296,-0.000217204206407917,2353.622
52,0.158253134496075,-0.000221578560848146,2353.622
53,0.158482977933547,-0.000226969807537336,2353.622
54,0.158764854752096,-0.000231305740715393,2353.622
55,0.158689397118778,-0.000237792703844164,2353.622
56,0.158742453536712,-0.000244835970484192,2353.622
57,0.15867959324915,-0.000248439975400361,2353.622
58,0.158084976859095,-0.000258089418917584,2353.622
59,0.158153034322816,-0.000263446075068785,2353.622
60,0.157977377387729,-0.000266968947952861,2353.622
61,0.15821707150498,-0.000272300383499458,2353.622
62,0.158307921216506,-0.000274535804543508,2353.622
63,0.158291131352753,-0.000277960723398918,2353.622
64,0.158084403843613,-0.000280892779949915,2353.622
65,0.158387291697809,-0.000284286177748783,2353.622
66,0.158493751216522,-0.000287000198939125,2353.622
67,0.158595331041668,-0.000289502847950374,2353.622
68,0.158001895862105,-0.000294476535333876,2353.622
69,0.157775850221566,-0.000296403116163746,2353.622
70,0.158595973319799,-0.00029853599449392,2353.622
71,0.158556859950778,-0.000300303172562244,2353.622
72,0.158829340603056,-0.000302116181905454,2353.622
73,0.158982878642603,-0.000305511288541949,2353.622
74,0.159323838487448,-0.000307404032251268,2353.622
75,0.159549416140626,-0.00030958644337975,2353.622
76,0.159368542448331,-0.000310646650925839,2353.622
77,0.15968927288248,-0.000312231754544423,2353.622
78,0.160046311204046,-0.000314205180527494,2353.622
79,0.159829233010907,-0.00031595568156384,2353.622
80,0.159966961393617,-0.000317220962408937,2353.622
81,0.160091080283742,-0.000318754100414265,2353.622
82,0.160268537655296,-0.000319892233431762,2353.622
83,0.159904413660412,-0.000321119525544256,2353.622
84,0.159746404007537,-0.000322200422263164,2353.622
85,0.159735539638395,-0.000323218281490623,2353.622
86,0.159894487159216,-0.000324394672968631,2353.622
87,0.160137623586353,-0.000325508397524432,2353.622
88,0.160299867685294,-0.000327258633312177,2353.622
89,0.160316636826748,-0.00032825636701006,2353.622
90,0.159502635773642,-0.000329973899176328,2353.622
91,0.15945056184835,-0.00033128402475513,2353.622
92,0.159447168046519,-0.000332517352060857,2353.622
93,0.159431545505337,-0.000333211161116287,2353.622
94,0.159232518407771,-0.000334210079127151,2353.622
95,0.159441484870026,-0.000335703655685027,2353.622
96,0.159599671127189,-0.000336460618485912,2353.622
97,0.159525251493663,-0.000337714878560824,2353.622
98,0.159536198333509,-0.000338282994599481,2353.622
99,0.159738594968189,-0.000339250186036866,2353.622
100,0.15967627734088,-0.000339990627776565,2353.622
101,0.159752979221707,-0.000340785119296139,2353.622
102,0.159491213728342,-0.00034208671133773,2353.622
103,0.159588155726087,-0.000342651699287266,2353.622
104,0.159549441065168,-0.000343159787310698,2353.622
105,0.159511521419551,-0.000344115298312908,2353.622
106,0.159528911283383,-0.000344903132621033,2353.622
107,0.15947162390429,-0.000345670487591598,2353.622
108,0.159488814269292,-0.000346336640401623,2353.622
109,0.159407846100604,-0.000346818410270511,2353.622
110,0.159319985392972,-0.000347505029196893,2353.622
111,0.15941532114069,-0.000348401624839623,2353.622
112,0.159454749424091,-0.000349009458300631,2353.622
113,0.159413016643506,-0.000349665766540275,2353.622
114,0.159434412745961,-0.000350034772636176,2353.622
115,0.159460205913321,-0.0003506861779905,2353.622
116,0.159611082523222,-0.000351185677812116,2353.622
117,0.159707374823522,-0.000351813217440489,2353.622
118,0.159602595481827,-0.000352280518292947,2353.622
119,0.159728594443506,-0.000352735541596205,2353.622
120,0.159725561586133,-0.000352989674027304,2353.622
121,0.159674782230093,-0.000353569740641602,2353.622
122,0.159731115811771,-0.000353965929411726,2353.622
123,0.159547822453943,-0.000354307439241142,2353.622
124,0.159274075796662,-0.000354783021821015,2353.622
125,0.15927659932389,-0.000355337007703405,2353.622
126,0.15943295177352,-0.000355818067268254,2353.622
127,0.15933674706393,-0.000356198410245812,2353.622
128,0.15924355102036,-0.000356455500056807,2353.622
129,0.159211597276131,-0.000356954722079084,2353.622
130,0.159346365121228,-0.000357192007255258,2353.622
131,0.15937448491526,-0.000357657811099976,2353.622
132,0.15937932048202,-0.000357959889043302,2353.622
133,0.15947851987769,-0.000358175762674606,2353.622
134,0.159506785943857,-0.000358428455048632,2353.622
135,0.159521132277584,-0.000358665803850799,2353.622
136,0.159603072266541,-0.00035895743296388,2353.622
137,0.15959955835229,-0.00035925197413067,2353.622
138,0.159569738687896,-0.000359594947592301,2353.622
139,0.159634417968448,-0.000359866814712451,2353.622
140,0.159617458683387,-0.000360095759034951,2353.622
141,0.159586266742709,-0.000360340235124212,2353.622
142,0.159532712553189,-0.000360607047586226,2353.622
143,0.159607082481825,-0.00036082294814721,2353.622
144,0.159610741676185,-0.000361023206070343,2353.622
145,0.159621213116166,-0.000361170573067948,2353.622
146,0.159527537572626,-0.000361415187014158,2353.622
147,0.159427630993787,-0.000361600439185206,2353.622
148,0.159439533599058,-0.000361780625516506,2353.622
149,0.159127569955924,-0.000361970123872624,2353.622
150,0.159130373832811,-0.000362194954291128,2353.622
151,0.159083650527627,-0.000362317811986479,2353.622
152,0.159054575295184,-0.000362494996917984,2353.622
153,0.159020810390056,-0.000362642539998514,2353.622
154,0.159033676872829,-0.000362817710359731,2353.622
155,0.159020898265692,-0.000363037017418244,2353.622
156,0.159037851662219,-0.000363181786453559,2353.622
157,0.159086893095233,-0.00036331318345828,2353.622
158,0.158987740088171,-0.000363508386099776,2353.622
159,0.159144293847244,-0.00036367223927769,2353.622
160,0.15917581019095,-0.000363890227967789,2353.622
161,0.159246723439867,-0.00036410524975794,2353.622
162,0.159263462975885,-0.000364221756447347,2353.622
163,0.15934101771978,-0.000364363632076148,2353.622
164,0.159472794730302,-0.000364500384432254,2353.622
165,0.15951068296336,-0.000364659749352292,2353.622
166,0.15944121877234,-0.000364831243939379,2353.622
167,0.159432243336396,-0.000364988351855833,2353.622
168,0.159448103291977,-0.000365128353758015,2353.622
169,0.159507507487645,-0.000365258414027125,2353.622
170,0.15955589566883,-0.00036538571173661,2353.622
171,0.159613577990024,-0.000365545454547145,2353.622
172,0.159591547756581,-0.000365656702062123,2353.622
173,0.159570152032568,-0.000365760445393382,2353.622
174,0.159500517120363,-0.000365899732571395,2353.622
175,0.159453421686621,-0.000366015688970323,2353.622
176,0.159410397708374,-0.000366122810267044,2353.622
177,0.159329665860104,-0.000366244660165216,2353.622
