"epochs","GPMean","GPVariance","runtimeGP"
134,361354142972.541,-2715059.23083881,782.42
135,365178983907.464,-2737232.05632503,782.42
136,361575542170.4,-2759126.2530058,782.42
137,358950400215.973,-2781217.92914636,782.42
138,356232920209.502,-2802401.96584545,782.42
139,359566025228.435,-2824961.32203872,782.42
140,356207300512.571,-2845317.42176825,782.42
141,360343920901.95,-2867155.32963473,782.42
142,358942708758.662,-2885305.46998908,782.42
143,354903588317.928,-2903947.68197751,782.42
144,357644009756.245,-2925901.8692909,782.42
145,357906163855.877,-2946101.22232787,782.42
146,362014214060.249,-2965151.3342951,782.42
147,366960979878.494,-2985843.74641465,782.42
148,366051044785.153,-3006122.24135492,782.42
149,398231839024.689,-3026840.02889692,782.42
150,402204696648.576,-3051599.49900666,782.42
151,406679923244.1,-3074254.83883981,782.42
152,407883939417.561,-3096662.80809537,782.42
153,402945405318.24,-3117486.93059009,782.42
154,433086864716.063,-3138674.25468755,782.42
155,433791517991.618,-3161303.76634689,782.42
156,432352808394.266,-3181633.47498162,782.42
157,429723523785.321,-3202021.77773179,782.42
158,426515590172.789,-3222298.79871067,782.42
159,426545076698.787,-3241196.35306193,782.42
160,428706354761.934,-3263577.00354282,782.42
161,433126729252.602,-3282740.46177155,782.42
162,452364774680.409,-3303010.29574356,782.42
163,451447614118.456,-3324510.39074566,782.42
164,448325098799.809,-3344319.54557418,782.42
165,447932799953.244,-3365708.80032612,782.42
166,445533632346.356,-3385925.47599017,782.42
167,446752180201.612,-3404762.44831242,782.42
168,446880505561.611,-3426940.48128231,782.42
169,446413295500.302,-3446247.05609773,782.42
170,451208220129.858,-3466736.11778942,782.42
171,449146885659.093,-3486687.94967181,782.42
172,445500450848.541,-3506272.86216257,782.42
173,446824219520.083,-3529570.69622732,782.42
174,450830473571.007,-3556135.40105207,782.42
175,451785409465.539,-3576975.03225829,782.42
176,452961159862.982,-3594907.74821936,782.42
177,452319294729.116,-3615493.76195824,782.42
178,453103979863.821,-3634269.41361476,782.42
179,453101780277.602,-3654886.29031029,782.42
180,454113161094.022,-3672590.69624186,782.42
181,471748730450.4,-3692306.07429982,782.42
182,469657208123.947,-3711676.35408473,782.42
183,464193475929.248,-3728428.09343818,782.42
184,463482310236.988,-3749621.36209571,782.42
185,464661564468.342,-3774655.23190432,782.42
186,469113287381.925,-3799753.23855178,782.42
187,469973665117.862,-3824059.96186089,782.42
188,469229863037.496,-3844114.33788128,782.42
189,470947448024.898,-3867322.40828571,782.42
190,473890804800.585,-3890603.36721462,782.42
191,470816046796.864,-3911838.48850839,782.42
192,470877435357.096,-3929940.10999635,782.42
193,471345979704.907,-3948721.49532038,782.42
194,466985657509.933,-3968411.92179738,782.42
195,469032214589.572,-3990783.27502462,782.42
196,467671987010.68,-4011515.61615668,782.42
197,489153184015.648,-4030856.9955882,782.42
198,491472156214.048,-4054313.4121784,782.42
199,492672323278.567,-4072503.99485256,782.42
200,489506402293.209,-4092693.27348732,782.42
201,495159698135.83,-4114197.33894056,782.42
202,496469918292.178,-4137722.7578836,782.42
203,502571382249.58,-4160109.3074474,782.42
204,501437577903.267,-4180986.13546174,782.42
205,504171218932.263,-4203744.44037994,782.42
206,508648494212.02,-4225817.54095291,782.42
207,540016101078.721,-4247320.43579437,782.42
208,535627402635.428,-4267737.82426944,782.42
209,545606921359.79,-4285717.04576884,782.42
210,544989751459.413,-4303873.85176947,782.42
211,546525219454.032,-4325524.78991296,782.42
212,547508343623.348,-4348414.78755502,782.42
213,546096470345.127,-4369566.48533871,782.42
214,544990198484.365,-4386180.77030212,782.42
215,545727046689.844,-4405940.21832855,782.42
216,545160266518.324,-4425607.61968666,782.42
217,551414480274.061,-4446877.42324944,782.42
218,547903597499.965,-4466684.7065541,782.42
219,553181797588.025,-4489157.26925367,782.42
220,551898847578.297,-4509465.47307166,782.42
221,551611255148.458,-4528389.25765409,782.42
222,552093946531.072,-4547733.3760502,782.42
223,553633246503.091,-4567481.86642088,782.42
224,550758762987.766,-4587821.70326929,782.42
225,550981017366.991,-4610872.00790192,782.42
226,549829246996.884,-4630775.41367827,782.42
227,551008512595.174,-4655347.63379029,782.42
228,547602948648.75,-4674638.71840902,782.42
229,546605668239.788,-4694499.94539009,782.42
230,550455655097.96,-4719616.3075649,782.42
231,554095275239.686,-4743273.19545402,782.42
232,551917340287.669,-4762325.53427928,782.42
233,552381124652.417,-4783293.62119074,782.42
234,557085530951.353,-4805575.71284381,782.42
235,563048365862.762,-4823159.51295196,782.42
236,560298033733.521,-4843871.00159763,782.42
237,560947316969.179,-4867185.33366565,782.42
238,558763312959.114,-4888058.71769905,782.42
239,554144077362.796,-4906802.7187784,782.42
240,554882519142.663,-4926928.70795235,782.42
241,554633198242.88,-4948622.90608867,782.42
242,555315286968.844,-4967338.61724647,782.42
243,552056776780.749,-4987382.20329896,782.42
244,556280815520.325,-5008057.99667318,782.42
245,551972852566.519,-5026939.91942411,782.42
246,577232289462.564,-5046616.48939287,782.42
247,577099985396.349,-5064782.36860384,782.42
248,577045288022.896,-5085079.36201526,782.42
249,577805763128.55,-5104305.02234332,782.42
250,577091475432.336,-5123965.18318374,782.42
251,573826803195.714,-5140231.22612094,782.42
252,573886752353.772,-5159423.46430016,782.42
253,579740011499.678,-5179630.41211504,782.42
254,576567013978.083,-5199042.13864575,782.42
255,575669716967.94,-5217993.51792551,782.42
256,581373480213.48,-5238972.19244612,782.42
257,582064727354.304,-5256819.50276112,782.42
258,587354514692.927,-5280387.87953908,782.42
259,586908905390.984,-5299654.45987311,782.42
260,589285162070.227,-5327749.29787296,782.42
261,614941986599.509,-5347700.83918237,782.42
262,618352051806.958,-5370390.0329778,782.42
263,621339453256.698,-5397954.93296771,782.42
264,620540430797.692,-5418192.17802683,782.42
265,625251701278.586,-5440521.08496247,782.42
266,633701285580.158,-5459173.38448513,782.42
267,632891732372.706,-5480221.08443991,782.42
268,629943739843.269,-5500404.53166703,782.42
269,633002864968.247,-5520087.48382907,782.42
270,632449758723.329,-5540439.29818839,782.42
271,636697629029.771,-5560629.60436581,782.42
272,654039925150.113,-5580447.86943943,782.42
273,654623182075.845,-5600268.92236498,782.42
274,654724265177.457,-5621326.46935167,782.42
275,659874529972.735,-5643343.08978829,782.42
276,665302762291.799,-5666834.50769376,782.42
277,695625902761.849,-5687754.30513148,782.42
278,693121509418.899,-5706934.98570037,782.42
279,693635513248.657,-5731339.39409227,782.42
280,701729306171.433,-5749104.69619651,782.42
281,696377726460.383,-5767294.45051435,782.42
282,723718656770.53,-5787481.08371189,782.42
283,717973714276.86,-5805238.88365923,782.42
284,719490495073.329,-5826536.89148506,782.42
285,716580800035.519,-5846229.59702121,782.42
286,713322439387.894,-5864423.8440338,782.42
287,712598467931.587,-5885046.07437011,782.42
288,713467643602.517,-5904156.24545223,782.42
289,717594946351.504,-5931162.97173912,782.42
290,716645370890.132,-5951303.60942114,782.42
291,721572317474.619,-5973630.12864342,782.42
292,724949455677.455,-5999539.39154419,782.42
293,722608160166.766,-6019899.82164444,782.42
294,728489578739.53,-6043699.4954595,782.42
295,733027570367.422,-6069016.72342579,782.42
296,734315649373.545,-6091756.06382402,782.42
297,738941138085.241,-6116274.96958606,782.42
298,737673969631.708,-6136954.10590257,782.42
299,732266239900.944,-6156262.82756671,782.42
300,736935725252.518,-6177396.65641159,782.42
301,767989175170.013,-6198148.08738004,782.42
302,773204221540.074,-6218295.68294897,782.42
303,778842041951.109,-6238090.941898,782.42
304,780659083851.396,-6257412.79345032,782.42
305,779643430245.418,-6277470.80122837,782.42
306,780490725797.995,-6298829.06635258,782.42
307,786023021552.844,-6320153.83382441,782.42
308,786410468380.484,-6342850.52769803,782.42
309,791336868257.073,-6365195.08950188,782.42
310,805768484805.081,-6385850.30957751,782.42
311,823373642721.431,-6406491.65209211,782.42
312,819735195666.282,-6426763.56020736,782.42
313,818068195347.983,-6447589.02409477,782.42
314,812323501344.425,-6465389.31754949,782.42
315,810297069672.134,-6486107.24153822,782.42
316,815701966023.422,-6506243.17893544,782.42
317,815607322113.031,-6526220.79739056,782.42
318,817930148962.046,-6550159.04713194,782.42
319,816332977104.759,-6570785.44674705,782.42
320,812175362718.814,-6590522.62394037,782.42
321,815429491015.564,-6613369.51114555,782.42
322,820947729327.558,-6633593.15140585,782.42
323,819643820408.593,-6653976.45525805,782.42
324,842428973153.854,-6674448.60858271,782.42
325,844585682882.377,-6700705.82373698,782.42
326,844757938881.993,-6717671.9725126,782.42
327,850377090961.514,-6736096.74297374,782.42
328,846881893692.359,-6756054.53320756,782.42
329,852637749410.037,-6776982.39070186,782.42
330,866497681116.301,-6797444.21910497,782.42
331,869169997817.586,-6823820.19537492,782.42
332,873066699248.134,-6849110.40588637,782.42
333,874496614478.106,-6869407.68596067,782.42
334,875945859690.503,-6890254.31941509,782.42
335,873747378963.128,-6910042.64944179,782.42
336,868863328307.956,-6930666.84293187,782.42
337,865175154208.243,-6950815.97631889,782.42
338,863681820848.381,-6970949.34075952,782.42
339,868409188226.101,-6994952.69705723,782.42
340,872952602263.438,-7017216.87872326,782.42
341,871642186988.958,-7037588.63402905,782.42
342,872447816488.138,-7056058.72626229,782.42
343,872417278712.853,-7077294.45824625,782.42
344,878037362810.902,-7097326.19062187,782.42
345,880631369090.751,-7124745.11610867,782.42
346,880355560898.928,-7143645.33430526,782.42
347,879430050194.482,-7163406.266081,782.42
348,874423409402.907,-7184069.42660062,782.42
349,874771462839.455,-7208012.60177429,782.42
350,877756961722.231,-7230872.65445613,782.42
351,882864696063.605,-7252088.73607531,782.42
352,882136239181.442,-7272457.60244182,782.42
353,881667350571.277,-7292463.57214063,782.42
354,881990476781.842,-7311755.50335739,782.42
355,883693885453.19,-7330893.65777253,782.42
356,882991467082.888,-7350886.94363663,782.42
357,878716036539.484,-7368309.09166319,782.42
358,876011103640.118,-7388957.78698721,782.42
359,875332143392.101,-7408572.44421514,782.42
360,871061975498.453,-7426309.77208382,782.42
361,869776340099.448,-7445251.61536121,782.42
362,891720932259.04,-7465799.81658389,782.42
363,904928299794.383,-7486102.68306307,782.42
364,909910714255.429,-7509026.12133846,782.42
365,912614175269.5,-7533306.4931109,782.42
366,913214775866.974,-7559039.43318887,782.42
367,916376952106.437,-7585121.47761518,782.42
368,912827726199.796,-7602311.7201162,782.42
369,922093521437.068,-7621672.51278904,782.42
370,922698102837.566,-7640634.22478072,782.42
371,921754692875.498,-7663131.77918922,782.42
372,923093958415.604,-7687099.04620823,782.42
373,923744473448.557,-7706326.08424836,782.42
374,921799719089.615,-7725340.10353862,782.42
375,927617732443.213,-7744312.83900821,782.42
376,928105310465.703,-7767679.30475834,782.42
377,933231719209.828,-7789200.35930583,782.42
378,934223551677.299,-7810134.40673928,782.42
379,930490845930.586,-7830333.85994479,782.42
380,941808386479.376,-7849876.59921302,782.42
381,937668345338.863,-7867200.92335839,782.42
382,943118499959.714,-7889726.52046039,782.42
383,937515042289.615,-7907576.81803595,782.42
384,934468045675.83,-7928057.46430002,782.42
385,935126510359.158,-7951082.49560759,782.42
386,937116642492.26,-7977319.84210326,782.42
387,936389472604.582,-7997760.61467107,782.42
388,933191652117.407,-8018051.34410866,782.42
389,932469359497.363,-8038246.1945399,782.42
390,931991322276.945,-8058222.10946851,782.42
391,929194130650.228,-8076896.14297133,782.42
392,928380057514.575,-8096615.86493201,782.42
393,926245186612.514,-8114499.29780896,782.42
394,952878632510.972,-8134294.80923488,782.42
395,952476271526.397,-8157589.60129991,782.42
396,953469008839.539,-8183171.23625895,782.42
397,953298204063.726,-8207064.22792628,782.42
398,955406487386.413,-8234489.7241337,782.42
399,959824597668.964,-8259850.8107567,782.42
400,960505097043.893,-8279560.99558013,782.42
401,964728308190.082,-8301236.37043029,782.42
402,969620631347.48,-8323294.89503653,782.42
403,970266304691.41,-8344793.05248074,782.42
404,976338034627.519,-8365487.5317369,782.42
405,974865095895.637,-8385107.6300921,782.42
406,980853267623.117,-8405331.57326875,782.42
407,984420822646.874,-8424412.84031592,782.42
408,984059838490.908,-8443904.12254229,782.42
409,984322024002.63,-8464135.98863181,782.42
410,994435214610.036,-8483574.31283582,782.42
411,994723506139.956,-8502912.54714379,782.42
412,997559759620.732,-8527771.03266282,782.42
413,997021553422.679,-8549717.77548589,782.42
414,996593529085.137,-8570118.14280988,782.42
415,996371503148.4,-8587226.13836269,782.42
416,998760477687.02,-8613119.59684067,782.42
417,1004140029248.81,-8632499.62326534,782.42
418,999651850694.1,-8653179.7385127,782.42
419,1019062007147.3,-8674016.74622289,782.42
420,1018258104444.93,-8694935.45474268,782.42
421,1033951142502.14,-8715068.72382731,782.42
422,1034688829354.42,-8734258.73381269,782.42
423,1056345560475.49,-8754694.62268508,782.42
424,1057448651742.68,-8774043.89191958,782.42
425,1059548579179.04,-8797184.01854946,782.42
426,1057450614103.49,-8816394.29153986,782.42
427,1062782975324.67,-8831883.35351744,782.42
428,1060123900149.1,-8852572.18295129,782.42
429,1075133664868.12,-8872430.50966501,782.42
430,1076023094440.48,-8891232.24139829,782.42
431,1070871986050.02,-8910002.91260554,782.42
432,1069201201459.5,-8930432.92619244,782.42
433,1065196053070.93,-8949501.72386496,782.42
434,1065792446156.35,-8969066.44538561,782.42
435,1067234160689.2,-8991309.75445929,782.42
436,1066037345246.17,-9006795.37900339,782.42
437,1066915510812.22,-9030684.91149248,782.42
438,1070419368768,-9057691.85653983,782.42
439,1073309192438.9,-9082582.26321216,782.42
440,1077124552509.3,-9104597.11559976,782.42
441,1073150003793.68,-9125033.2822346,782.42
442,1071338347438.42,-9145653.62524889,782.42
443,1075195166111.68,-9166623.18592476,782.42
444,1069784856988.19,-9185783.59683017,782.42
445,1069684469390.79,-9205954.47525821,782.42
446,1063827463545.74,-9223773.80006502,782.42
447,1062435998986.33,-9243888.80509932,782.42
448,1063701189658.94,-9269851.44506498,782.42
449,1063957202613.31,-9288489.17087263,782.42
450,1065021443460.93,-9310972.13368346,782.42
451,1066684944975.64,-9332507.36895178,782.42
452,1066076367557.36,-9352396.1973164,782.42
453,1069349100875.69,-9377358.93917233,782.42
454,1072708581089.27,-9403596.18027128,782.42
455,1071545664851.77,-9423631.54496312,782.42
456,1094928344654.51,-9443843.89180044,782.42
457,1099166486534.68,-9465010.62228073,782.42
458,1100805952203.37,-9483505.67518342,782.42
459,1106978520057.12,-9504431.11736752,782.42
460,1102196527193.55,-9524385.06828181,782.42
461,1104206701197.41,-9550512.28974072,782.42
462,1103278372517.64,-9572938.70673025,782.42
463,1097792455121.65,-9589864.67680533,782.42
464,1098642040801.54,-9608252.34087302,782.42
465,1097151790605.55,-9629030.32813626,782.42
466,1097784662338.68,-9648307.19332414,782.42
467,1097247309424.88,-9668495.74670568,782.42
468,1103168193120.29,-9688244.90901932,782.42
469,1109181477631.25,-9710690.21180083,782.42
470,1111462875305.01,-9733138.44010233,782.42
471,1108157988206.97,-9752744.32961005,782.42
472,1106373327087.04,-9773597.79046407,782.42
473,1108890236295.53,-9796259.12409633,782.42
474,1104318278643.36,-9815522.78517326,782.42
475,1102778718622.89,-9834326.29368214,782.42
476,1100535602170.14,-9854914.81171366,782.42
477,1101224331895.91,-9878700.24201325,782.42
478,1098844418447.53,-9899181.48277694,782.42
479,1098589770049.24,-9922585.66602233,782.42
480,1101280944249.81,-9945579.95134641,782.42
481,1105686526442.26,-9961032.41831908,782.42
482,1111115657893.59,-9983764.20698639,782.42
483,1106423265165.31,-10003727.4393727,782.42
484,1101105356669.21,-10022381.8401517,782.42
485,1100665682926.9,-10042575.3773983,782.42
486,1099112704247.39,-10063167.2742354,782.42
487,1100145850228.59,-10085236.5205127,782.42
488,1104965707596.27,-10104859.3049228,782.42
489,1104273104319.51,-10125379.0478148,782.42
490,1107030044901.65,-10152665.527483,782.42
491,1108378524910.88,-10176666.9953308,782.42
492,1106450952753.88,-10197334.8566613,782.42
493,1110575500780.66,-10218270.3845014,782.42
494,1109427940134.25,-10238630.9165085,782.42
495,1107999196323.55,-10259144.0221055,782.42
496,1103934684866.73,-10278197.963163,782.42
497,1098986944741.33,-10296545.1549056,782.42
498,1098371346828.92,-10316655.8302318,782.42
499,1101917473503.96,-10340695.3984073,782.42
500,1104536947733.51,-10363091.3986397,782.42
