"","Employment","Sex","Education","Disability","Health_insurance","Own_child","Race","Total_person_income"
"2024","1","2","21","2","1","0","9",79600
"2025","6","2","22","2","1","0","1",50200.0000000001
"2026","6","1","21","1","1","0","1",39050
"2027","1","1","19","2","1","0","1",126000
"2028","1","2","20","2","1","0","1",39000
"2029","6","2","16","2","1","0","3",10200
"2030","6","1","19","2","1","0","1",59700
"2031","1","2","21","1","1","0","1",31999.9999999999
"2032","1","1","16","2","1","0","1",18400
"2033","1","1","22","2","1","0","1",50000
"2034","1","2","21","2","1","0","1",36000
"2035","1","2","20","2","2","0","1",6000
"2036","3","1","15","2","2","0","1",54900
"2037","6","2","16","2","1","0","1",36199.9999999999
"2038","1","1","16","2","1","0","1",54000
"2039","6","2","16","2","1","0","1",8000
"2040","6","1","16","2","1","0","1",8500.00000000002
"2041","4","1","23","2","1","0","1",119000
"2042","1","2","21","2","1","0","1",46500
"2043","6","1","21","1","1","0","1",15000
"2044","6","1","16","2","2","0","1",800.000000000001
"2045","1","2","22","2","1","0","1",55000.0000000001
"2046","1","1","21","2","1","0","1",393000
"2047","1","1","21","2","1","0","1",75000
"2048","1","2","16","2","1","0","1",29000.0000000001
"2049","1","1","19","2","2","0","1",25999.9999999999
"2050","1","2","19","2","1","0","1",55000.0000000001
"2051","1","1","16","2","1","0","1",54000
"2052","1","1","22","2","1","0","1",56999.9999999999
"2053","6","1","19","2","1","0","1",29000.0000000001
"2054","6","2","19","2","2","0","1",5000
"2055","2","1","17","2","1","0","1",56199.9999999999
"2056","1","2","20","2","1","0","1",20000
"2057","1","1","21","2","1","0","1",37999.9999999999
"2058","1","2","21","2","1","0","1",67000.0000000001
"2059","2","1","18","2","1","0","1",56399.9999999999
"2060","1","2","19","2","1","0","1",46000.0000000001
"2061","1","1","16","2","1","0","1",59999.9999999999
"2062","6","2","16","1","1","0","1",14900
"2063","6","1","21","2","1","0","1",39900.0000000001
"2064","2","2","19","2","1","0","1",30000.0000000001
"2065","1","2","18","2","1","0","1",8200
"2066","1","2","21","2","1","0","1",67999.9999999998
"2067","1","1","21","2","1","0","1",460000
"2068","1","1","19","1","1","0","1",99199.9999999998
"2069","1","2","21","2","1","0","1",48000.0000000001
"2070","6","1","18","1","1","0","1",36500
"2071","6","2","16","1","1","0","1",6000
"2072","1","1","18","2","2","0","1",14400
"2073","6","2","15","2","1","0","1",9800.00000000001
"2074","1","2","22","2","1","0","1",79999.9999999999
"2075","1","1","16","2","1","0","1",24220
"2076","6","1","19","1","1","0","1",24000
"2077","6","2","19","2","1","0","1",7200
"2078","1","1","16","2","1","0","1",72000
"2079","1","2","19","2","1","0","1",20900
"2080","1","2","20","2","1","0","1",14000
"2081","6","1","14","2","1","0","1",6000
"2082","6","2","16","2","1","0","1",18900
"2083","6","1","18","2","1","0","1",43800.0000000001
"2084","6","1","16","1","1","0","9",8200
"2085","1","2","19","2","1","0","1",12400
"2086","6","1","16","1","1","0","1",9499.99999999999
"2087","6","2","22","2","1","0","1",30000.0000000001
"2088","1","1","24","2","1","0","1",87200
"2089","6","2","16","1","1","0","1",60999.9999999999
"2090","1","2","22","2","1","0","1",82999.9999999999
"2091","3","2","19","1","2","0","1",6000
"2092","1","1","19","2","1","0","1",7400
"2093","1","1","20","2","1","0","1",79999.9999999999
"2094","1","2","18","2","1","0","1",7200
"2095","1","1","20","2","1","0","9",66000
"2096","1","2","20","2","1","0","1",85000.0000000001
"2097","6","2","19","2","1","0","1",31800
"2098","1","1","18","2","1","0","1",2999.99999999999
"2099","6","2","16","1","1","0","1",7200
"2100","1","1","21","1","1","0","1",24000
"2101","1","2","16","2","1","0","1",4000
"2102","6","1","16","2","1","0","1",26400
"2103","1","2","16","1","1","0","1",30000.0000000001
"2104","1","1","21","2","1","0","1",72000
"2105","1","2","22","2","1","0","1",50699.9999999999
"2106","1","2","19","1","1","0","1",20200
"2107","1","1","16","2","1","0","1",85000.0000000001
"2108","1","1","19","2","1","0","1",36999.9999999999
"2109","1","1","18","1","1","0","1",55000.0000000001
"2110","1","2","18","2","1","0","1",30000.0000000001
"2111","1","2","19","2","1","0","1",36199.9999999999
"2112","1","1","16","2","1","0","1",87800.0000000001
"2113","1","1","21","2","1","0","1",20000
"2114","1","2","20","2","1","0","1",20000
"2115","1","1","20","2","1","0","1",99999.9999999998
"2116","1","2","22","2","1","0","1",50000
"2117","6","1","16","1","1","0","1",8800.00000000002
"2118","1","2","21","2","1","0","1",61220
"2119","1","1","16","2","1","0","1",92000
"2120","1","1","19","2","1","0","1",121000
"2121","1","1","21","2","1","0","1",82000.0000000001
"2122","1","2","21","2","1","0","1",50000
"2123","6","1","20","1","1","0","1",23220
"2124","6","2","17","2","2","0","1",8000
"2125","6","1","18","1","1","0","1",32400.0000000001
"2126","1","2","19","2","1","0","1",39999.9999999999
"2127","1","2","20","2","1","0","1",28799.9999999999
"2128","6","2","17","1","1","0","1",18000
"2129","1","1","22","1","1","0","1",20090
"2130","1","2","19","2","1","0","1",50000
"2131","1","2","18","2","1","0","1",18000
"2132","6","2","21","2","1","0","1",18200
"2133","6","2","16","1","1","0","1",10120
"2134","1","2","21","2","1","0","1",39999.9999999999
"2135","1","1","16","2","1","0","1",28000
"2136","1","1","18","2","1","0","1",5000
"2137","1","1","22","2","1","0","1",62000.0000000001
"2138","1","2","21","2","1","0","1",28000
"2139","1","1","16","2","1","0","1",25000
"2140","1","2","17","2","1","0","3",29000.0000000001
"2141","1","1","19","1","1","0","3",72500.0000000001
"2142","1","2","20","1","1","0","1",31400
"2143","1","1","20","2","1","0","1",37299.9999999999
"2144","6","2","16","2","1","0","1",13200
"2145","1","2","18","2","1","0","1",9000
"2146","6","1","19","1","1","0","1",20400
"2147","1","2","21","2","1","0","1",25999.9999999999
"2148","1","1","16","2","1","0","1",37999.9999999999
"2149","3","1","20","2","2","0","1",19300
"2150","1","1","21","1","1","0","1",14700
"2151","1","1","21","2","1","0","8",55000.0000000001
"2152","1","2","21","2","1","0","1",36000
"2153","1","2","10","2","1","0","1",32400.0000000001
"2154","1","1","21","2","2","0","1",49499.9999999999
"2155","1","2","16","2","2","0","1",25999.9999999999
"2156","6","1","22","2","1","0","1",46500
"2157","6","2","21","2","1","0","1",21300
"2158","6","1","20","1","1","0","8",50699.9999999999
"2159","1","2","16","2","1","0","1",25400
"2160","1","2","22","2","1","0","1",52999.9999999999
"2161","1","1","21","2","1","0","1",50999.9999999999
"2162","1","1","16","2","1","0","1",16000
"2163","1","2","19","2","1","0","1",19200
"2164","1","1","18","2","1","0","1",25500
"2165","6","2","22","1","1","0","1",44400
"2166","6","1","22","2","1","0","1",23700
"2167","6","2","21","2","1","0","1",7000
"2168","1","2","21","2","1","0","1",59999.9999999999
"2169","1","1","17","2","1","0","9",38300
"2170","1","2","19","2","1","0","1",12000
"2171","6","1","19","2","1","0","1",7000
"2172","1","2","21","2","1","0","1",59999.9999999999
"2173","1","1","18","2","1","0","1",92000
"2174","1","2","19","2","1","0","1",39999.9999999999
"2175","1","2","19","2","1","0","1",36999.9999999999
"2176","1","1","19","2","1","0","3",39999.9999999999
"2177","6","1","12","2","1","1","3",2999.99999999999
"2178","1","1","21","2","1","0","1",59999.9999999999
"2179","1","2","18","2","1","0","1",85000.0000000001
"2180","6","2","22","2","1","0","1",7000
"2181","1","2","18","2","1","0","1",26010
"2182","6","1","18","2","1","0","1",36010.0000000001
"2183","6","2","15","1","1","0","6",9700
"2184","1","1","21","1","1","0","1",22400
"2185","6","2","16","2","1","0","1",12000
"2186","3","2","16","2","2","0","1",1400
"2187","1","1","19","1","1","0","1",126520
"2188","6","1","16","2","1","0","1",27500
"2189","6","2","16","2","1","0","1",14800
"2190","3","1","22","2","1","0","1",45019.9999999999
"2191","1","2","21","2","1","0","1",16000
"2192","1","2","19","2","2","0","3",26600
"2193","3","1","14","2","2","0","3",21640
"2194","6","1","20","2","1","0","1",32800
"2195","6","2","16","2","1","0","1",6000
"2196","1","2","20","2","1","0","1",25999.9999999999
"2197","1","1","19","2","1","0","9",29200.0000000001
"2198","6","2","16","2","1","0","9",14500
"2199","1","1","11","2","1","0","8",45000.0000000001
"2200","1","2","21","2","1","0","1",36000
"2201","1","1","22","2","1","0","1",24000
"2202","1","1","19","2","2","0","1",50000
"2203","1","1","12","2","2","0","1",39400
"2204","1","1","19","2","2","0","1",88000
"2205","1","1","14","2","2","0","1",30000.0000000001
"2206","1","1","18","2","1","0","1",84299.9999999998
"2207","6","2","18","2","2","0","1",11600
"2208","1","2","18","1","1","0","1",28000
"2209","1","1","19","2","1","0","1",24000
"2210","1","2","17","2","2","0","1",20000
"2211","1","1","16","2","2","0","1",79999.9999999999
"2212","1","2","21","2","1","0","1",15800
"2213","6","1","11","1","1","0","1",17300
"2214","6","2","16","2","1","0","1",7100
"2215","6","2","16","2","1","0","1",1000
"2216","1","1","19","2","1","0","1",7000
"2217","1","1","20","2","1","0","9",45000.0000000001
"2218","1","2","19","2","1","0","6",58999.9999999998
"2219","1","1","20","2","1","0","1",120000
"2220","1","2","21","2","1","0","1",50000
"2221","1","2","19","2","2","0","1",15200
"2222","1","1","19","1","2","0","1",1500
"2223","1","2","21","2","1","0","1",25000
"2224","1","1","18","2","1","0","1",59999.9999999999
"2225","1","1","19","2","1","0","1",79999.9999999999
"2226","1","2","18","2","1","0","1",24000
"2227","1","1","16","2","1","0","1",25000
"2228","6","2","16","1","2","0","1",5100
"2229","1","2","21","2","1","0","1",54000
"2230","1","2","22","2","1","0","1",41000.0000000001
"2231","1","1","22","2","1","0","1",69999.9999999998
"2232","1","1","15","2","1","0","1",56999.9999999999
"2233","1","2","22","2","1","0","1",67200.0000000001
"2234","6","1","19","1","1","0","1",24400
"2235","6","1","16","1","1","0","1",5000
"2236","1","2","21","2","1","0","1",48799.9999999999
"2237","1","2","16","1","1","0","1",69999.9999999998
"2238","6","2","20","2","1","0","1",8800.00000000002
"2239","6","1","17","2","1","0","1",27600
"2240","1","1","19","1","1","0","1",76300
"2241","1","2","16","2","1","0","1",16000
"2242","4","1","18","2","1","0","1",20000
"2243","4","1","20","2","1","0","1",20000
"2244","6","2","19","2","1","0","1",10800
"2245","6","2","19","1","1","0","1",12400
"2246","6","1","16","1","2","0","1",6600.00000000001
"2247","1","2","22","2","1","0","1",34000
"2248","6","1","22","2","1","0","1",39000
"2249","6","1","16","2","1","0","1",2999.99999999999
"2250","6","2","16","2","1","0","1",830
"2251","1","2","12","2","1","0","1",174000
"2252","1","1","16","2","1","0","1",20000
"2253","1","1","14","2","2","0","1",37999.9999999999
"2254","6","2","16","1","1","0","1",3600
"2255","1","2","20","2","1","0","1",34800
"2256","1","1","21","2","1","0","1",45200
"2257","1","2","22","2","1","0","1",59999.9999999999
"2258","4","1","22","2","1","0","1",114000
"2259","1","2","21","2","1","0","3",33400
"2260","1","2","19","2","2","0","1",59900
"2261","1","2","21","2","1","0","1",23000
"2262","1","1","19","2","1","0","1",48000.0000000001
"2263","1","1","16","2","1","0","1",42000
"2264","1","2","20","2","1","0","1",8000
"2265","1","1","16","2","1","0","1",33600
"2266","1","1","17","2","1","0","1",28500
"2267","1","2","16","2","1","0","1",4000
"2268","1","1","1","2","1","0","1",90000.0000000001
"2269","6","2","20","2","1","0","1",1100
"2270","6","2","19","1","1","0","1",11300
"2271","1","1","16","1","1","0","1",29500
"2272","1","2","19","2","1","0","1",31999.9999999999
"2273","1","1","17","2","1","0","1",24000
"2274","1","2","22","2","1","0","1",57999.9999999999
"2275","1","1","16","2","1","0","1",8800.00000000002
"2276","3","1","16","2","1","0","1",34700
"2277","1","1","15","2","1","0","1",9999.99999999999
"2278","1","1","19","2","1","0","1",140000
"2279","1","2","21","2","1","0","1",79999.9999999999
"2280","1","2","21","2","1","0","1",7000
"2281","1","1","21","2","2","0","1",20000
"2282","1","1","21","1","1","0","1",214000
"2283","1","2","21","2","1","0","1",34999.9999999999
"2284","1","1","21","2","1","0","1",39999.9999999999
"2285","6","1","21","2","1","0","1",43699.9999999999
"2286","6","1","19","1","1","0","1",24620.0000000001
"2287","6","2","21","2","1","0","1",18140
"2288","1","1","1","2","2","0","1",1000
"2289","2","2","13","2","2","0","1",20000
"2290","1","2","16","2","2","0","1",25000
"2291","1","1","16","2","1","0","1",22000
"2292","6","1","22","1","1","0","1",61800.0000000001
"2293","1","2","20","2","1","0","1",14000
"2294","1","1","20","2","1","0","1",54000
"2295","1","2","21","2","1","0","1",82000.0000000001
"2296","1","1","16","2","1","0","1",58999.9999999998
"2297","1","2","21","1","1","0","1",6000
"2298","1","1","16","2","2","0","1",22510
"2299","1","2","16","2","2","0","1",22500
"2300","1","2","16","2","1","0","1",21000
"2301","6","1","16","1","1","0","1",20400
"2302","1","1","16","2","1","0","1",15000
"2303","6","1","19","2","1","0","1",15000
"2304","6","2","16","2","1","0","1",9399.99999999999
"2305","6","2","14","2","1","0","1",9000
"2306","1","2","19","2","1","0","1",7000
"2307","1","1","19","2","1","0","1",82999.9999999999
"2308","6","1","14","2","1","1","1",2000
"2309","6","2","14","1","1","0","2",20900
"2310","1","2","16","2","1","0","1",21300
"2311","1","1","16","2","1","0","1",62000.0000000001
"2312","6","1","18","1","1","0","1",21300
"2313","6","2","19","2","1","0","1",19200
"2314","6","2","18","1","1","0","1",9000
"2315","3","2","19","2","1","0","1",1000
"2316","1","1","21","2","1","0","1",26400
"2317","2","2","21","2","1","0","1",77999.9999999999
"2318","1","1","20","2","1","0","1",3220
"2319","1","1","21","2","1","0","1",77000
"2320","6","2","19","2","1","0","1",4000
"2321","6","2","21","2","1","0","1",20300
"2322","1","1","23","2","1","0","1",95599.9999999998
"2323","1","2","16","2","1","0","1",9280
"2324","1","2","18","2","1","0","1",37999.9999999999
"2325","1","1","16","2","1","0","1",28000
"2326","1","2","14","1","1","0","1",11400
"2327","1","1","16","2","1","0","1",44000.0000000001
"2328","1","1","18","1","1","0","1",97450.0000000002
"2329","3","2","16","2","2","0","1",2000
"2330","1","1","16","2","1","0","1",14400
"2331","1","1","18","2","1","0","9",99999.9999999998
"2332","6","2","19","2","1","0","1",24000
"2333","1","1","15","2","1","0","1",59999.9999999999
"2334","6","1","20","2","1","0","9",6300.00000000001
"2335","1","2","21","2","1","0","1",125000
"2336","4","1","21","2","1","0","1",84100.0000000001
"2337","1","1","21","2","1","0","1",99999.9999999998
"2338","1","2","17","2","1","0","1",34000
"2339","6","2","17","1","1","0","1",8200
"2340","1","2","17","1","1","0","1",14500
"2341","1","2","20","2","1","0","1",45620.0000000001
"2342","1","1","21","2","1","0","1",50000
"2343","1","1","20","2","1","0","1",75000
"2344","1","1","21","1","1","0","1",52000.0000000001
"2345","1","2","20","2","1","0","1",30000.0000000001
"2346","6","2","21","1","1","0","1",69000.0000000001
"2347","1","1","22","2","1","0","1",71000.0000000002
"2348","1","1","18","2","1","0","1",62000.0000000001
"2349","1","2","20","2","1","0","1",50000
"2350","1","1","20","2","1","0","1",59999.9999999999
"2351","6","2","20","2","1","0","1",9999.99999999999
"2352","1","2","17","1","1","0","1",46000.0000000001
"2353","1","1","19","1","2","0","1",19200
"2354","6","1","22","2","1","0","1",17500
"2355","1","2","21","2","1","0","1",54000
"2356","1","1","21","2","1","0","1",73000.0000000001
"2357","6","1","16","2","1","0","1",2500
"2358","4","1","20","2","1","0","1",460000
"2359","1","2","20","2","1","0","1",39999.9999999999
"2360","4","2","21","2","1","0","1",160000
"2361","1","2","14","2","2","0","1",22000
"2362","1","1","13","2","2","0","1",25000
"2363","1","2","20","2","1","0","1",50999.9999999999
"2364","6","2","21","2","1","0","1",2000
"2365","1","2","18","2","2","0","1",24000
"2366","1","2","14","2","1","1","1",2999.99999999999
"2367","1","1","16","2","2","0","1",30000.0000000001
"2368","1","1","13","1","1","0","1",12000
"2369","1","1","21","2","1","0","1",69299.9999999998
"2370","1","1","21","2","1","0","1",65000.0000000001
"2371","6","2","22","1","1","0","1",15700
"2372","1","1","16","1","1","0","1",77200.0000000001
"2373","6","2","15","2","1","0","1",12000
"2374","1","2","16","2","1","0","3",39999.9999999999
"2375","6","2","19","2","1","0","1",12400
"2376","6","1","21","1","1","0","1",11700
"2377","1","1","16","2","1","0","1",36000
"2378","1","2","18","2","1","0","1",30400
"2379","3","1","16","2","1","0","1",75000
"2380","6","1","14","2","1","1","1",430
"2381","1","2","16","2","2","0","1",34000
"2382","1","2","19","2","1","0","1",34000
"2383","1","1","19","2","1","0","1",44000.0000000001
"2384","1","1","21","2","1","0","3",70450.0000000002
"2385","1","2","22","2","1","0","1",77000
"2386","6","2","16","2","1","0","1",25719.9999999999
"2387","6","1","16","2","1","0","1",24000
"2388","6","1","16","1","1","0","1",20400
"2389","6","2","16","2","1","0","1",8200
"2390","1","2","20","2","1","0","8",59400
"2391","6","2","18","1","1","0","1",6799.99999999999
"2392","1","1","19","2","2","0","1",2300
"2393","3","1","16","2","2","0","1",6699.99999999999
"2394","1","1","18","2","1","0","1",24000
"2395","1","2","19","2","1","0","1",15000
"2396","1","1","21","2","1","0","1",48099.9999999999
"2397","1","2","18","2","1","0","1",37999.9999999999
"2398","1","1","16","2","1","0","1",6399.99999999998
"2399","1","2","16","2","1","0","1",19000
"2400","1","1","16","2","1","0","1",79999.9999999999
"2401","1","2","19","2","1","0","1",8000
"2402","6","2","14","1","1","0","8",9499.99999999999
"2403","6","2","19","2","1","0","1",29650.0000000001
"2404","6","1","20","2","1","0","1",27000
"2405","1","1","14","2","2","0","1",45000.0000000001
"2406","1","1","21","2","1","0","1",90999.9999999998
"2407","1","2","19","2","1","0","1",50500
"2408","6","1","19","2","1","0","1",48299.9999999999
"2409","1","2","21","2","1","0","1",189000
"2410","6","1","21","2","1","0","1",43420.0000000001
"2411","6","2","18","2","1","0","1",8000
"2412","1","1","15","2","1","0","1",85000.0000000001
"2413","1","2","22","2","1","0","1",73000.0000000001
"2414","1","1","21","2","1","0","1",151000
"2415","1","1","17","2","1","0","1",69999.9999999998
"2416","1","1","21","2","1","0","1",97499.9999999998
"2417","6","2","22","2","1","0","1",44700
"2418","1","1","16","1","1","0","1",31800
"2419","1","2","21","2","1","0","1",20000
"2420","6","2","19","2","1","0","1",31400
"2421","1","1","1","2","1","0","1",112000
"2422","1","1","20","2","2","0","1",30000.0000000001
"2423","6","2","19","1","1","0","1",9100
"2424","1","1","16","2","1","0","1",36000
"2425","1","2","20","2","1","0","1",30400
"2426","1","1","18","2","1","0","1",63000
"2427","1","1","18","2","1","0","1",21340
"2428","6","2","16","2","1","0","1",13000
"2429","1","2","16","2","1","0","1",39999.9999999999
"2430","1","1","16","2","1","0","1",25000
"2431","1","2","21","2","1","0","1",47500.0000000001
"2432","1","2","20","2","1","0","1",5000
"2433","1","1","16","2","1","0","1",79999.9999999999
"2434","6","1","16","1","1","0","1",37600.0000000001
"2435","1","2","19","2","1","0","1",44900.0000000001
"2436","6","1","21","1","1","0","1",39199.9999999999
"2437","6","2","20","1","1","0","1",28560
"2438","1","1","16","2","1","0","1",146000
"2439","1","2","20","2","1","0","1",28600
"2440","1","1","18","2","1","0","1",39999.9999999999
"2441","1","2","21","2","1","0","1",5199.99999999999
"2442","1","1","16","2","1","0","1",4500.00000000001
"2443","3","1","22","2","2","0","1",36999.9999999999
"2444","1","2","20","2","2","0","9",41499.9999999999
"2445","1","2","19","2","1","0","1",11340
"2446","6","2","16","1","1","0","1",18000
"2447","1","1","23","2","1","0","1",120000
"2448","1","2","22","2","1","0","1",46000.0000000001
"2449","1","1","21","1","1","0","1",26160
"2450","6","1","12","2","1","0","3",39000
"2451","6","2","12","2","1","0","3",4200
"2452","1","1","21","2","1","0","1",73199.9999999999
"2453","1","2","21","2","1","0","1",30000.0000000001
"2454","1","2","20","2","1","0","1",54000
"2455","1","2","22","2","1","0","1",207000
"2456","6","2","19","2","1","0","1",14400
"2457","1","1","17","2","1","0","1",39999.9999999999
"2458","1","1","22","2","1","0","1",87000
"2459","1","2","19","2","1","0","1",1400
"2460","1","2","20","2","1","0","1",6899.99999999999
"2461","1","1","16","2","1","0","1",4500.00000000001
"2462","1","2","21","2","1","0","1",52000.0000000001
"2463","1","1","19","2","1","0","1",31800
"2464","6","1","17","2","1","0","1",29300
"2465","1","1","16","2","2","0","1",9999.99999999999
"2466","1","1","16","2","1","0","1",85000.0000000001
"2467","1","2","19","2","1","0","1",8000
"2468","3","1","19","2","1","0","1",7000
"2469","1","1","16","2","1","0","1",75000
"2470","1","1","16","2","1","0","1",1600
"2471","1","2","17","2","2","0","1",7000
"2472","1","1","16","2","2","0","1",47000.0000000001
"2473","1","2","18","2","1","0","1",30000.0000000001
"2474","6","1","20","1","1","0","1",59999.9999999999
"2475","6","2","16","2","1","0","1",12000
"2476","6","1","19","1","1","0","1",202000
"2477","6","2","18","1","1","0","1",5300.00000000001
"2478","6","1","17","1","1","0","1",19400
"2479","1","2","15","2","1","0","1",22700
"2480","1","2","20","2","1","0","1",5100
"2481","6","1","19","1","1","0","1",11100
"2482","6","2","21","1","1","0","1",84000
"2483","1","1","21","2","1","0","1",47209.9999999999
"2484","1","2","22","2","1","0","1",59999.9999999999
"2485","1","1","17","1","2","0","1",5300.00000000001
"2486","1","1","16","2","2","0","1",5199.99999999999
"2487","1","1","16","2","1","0","1",13700
"2488","1","1","16","2","1","0","1",13700
"2489","3","1","16","1","1","0","1",19500
"2490","6","2","16","2","1","0","1",13000
"2491","6","1","16","2","1","0","1",24000
"2492","1","2","20","2","1","0","1",15700
"2493","6","2","16","2","1","0","1",35480
"2494","1","1","18","2","1","0","1",79999.9999999999
"2495","6","2","21","2","1","0","1",17000
"2496","1","2","14","2","1","0","1",4000
"2497","1","1","14","2","1","0","1",460000
"2498","1","1","16","2","2","0","1",54000
"2499","1","1","16","1","1","0","1",92869.9999999999
"2500","1","2","17","2","1","0","1",30000.0000000001
"2501","1","1","18","2","1","0","1",24000
"2502","1","2","20","1","1","0","1",46000.0000000001
"2503","1","2","19","2","1","0","1",24000
"2504","1","1","16","2","1","0","1",55000.0000000001
"2505","1","1","16","2","1","0","3",12770
"2506","2","2","21","2","1","0","1",42499.9999999999
"2507","6","1","16","1","1","0","1",8700
"2508","6","2","21","2","1","0","1",6099.99999999999
"2509","1","1","21","2","1","0","1",48000.0000000001
"2510","1","1","22","2","1","0","1",52999.9999999999
"2511","1","2","20","2","1","0","1",48000.0000000001
"2512","1","1","18","2","1","0","1",47620.0000000001
"2513","6","2","18","2","1","0","1",15000
"2514","1","1","16","2","1","0","1",75000
"2515","6","2","21","2","1","0","1",10
"2516","1","1","23","2","1","0","1",460010.000000001
"2517","1","1","19","1","1","0","1",65000.0000000001
"2518","1","2","18","2","1","0","1",4000
"2519","1","1","19","2","1","0","1",99999.9999999998
"2520","1","2","20","2","1","0","2",36999.9999999999
"2521","6","2","19","2","1","0","1",14800
"2522","6","1","19","2","1","0","1",73299.9999999999
"2523","6","2","16","1","1","0","1",7959.99999999998
"2524","1","1","22","2","1","0","1",75000
"2525","1","1","21","2","1","0","1",65000.0000000001
"2526","1","2","21","2","1","0","1",31999.9999999999
"2527","1","2","20","2","1","0","1",36000
"2528","1","1","19","2","1","0","9",29500
"2529","6","1","16","2","1","0","8",25999.9999999999
"2530","6","2","12","2","1","0","1",44400
"2531","1","2","22","2","1","0","1",21170
"2532","6","2","21","1","1","0","1",7200
"2533","1","1","16","2","1","0","1",31999.9999999999
"2534","1","2","20","2","1","0","1",9999.99999999999
"2535","1","2","14","2","1","1","1",2000
"2536","1","1","13","2","1","1","1",12000
"2537","1","2","20","2","1","0","1",34999.9999999999
"2538","1","1","1","1","1","0","1",41000.0000000001
"2539","1","2","21","2","1","0","1",45000.0000000001
"2540","1","1","19","2","1","0","1",47000.0000000001
"2541","1","1","19","1","1","0","1",36000
"2542","1","1","16","2","1","0","1",36999.9999999999
"2543","1","1","22","2","1","0","1",83100.0000000002
"2544","1","2","22","2","1","0","1",47000.0000000001
"2545","6","2","1","1","1","0","1",22500
"2546","6","2","21","1","1","0","1",14800
"2547","1","2","19","2","2","0","9",213000
"2548","1","1","16","2","2","0","1",30000.0000000001
"2549","3","1","20","2","1","0","1",15000
"2550","1","2","20","2","1","0","1",79999.9999999999
"2551","6","1","14","2","2","0","1",12000
"2552","6","2","19","1","1","0","1",35800
"2553","1","1","17","2","1","0","1",55999.9999999999
"2554","1","1","14","2","2","0","1",18000
"2555","6","2","17","2","1","0","1",11800
"2556","1","1","21","2","1","0","1",75200.0000000001
"2557","6","1","22","2","1","0","1",39499.9999999999
"2558","1","1","19","2","1","0","1",98600.0000000002
"2559","2","2","21","2","1","0","1",51400.0000000001
"2560","1","1","21","2","1","0","1",50999.9999999999
"2561","1","2","20","2","1","0","1",7000
"2562","1","2","19","2","1","0","1",31999.9999999999
"2563","1","1","16","2","1","0","1",79999.9999999999
"2564","1","1","22","2","1","0","1",59999.9999999999
"2565","1","2","21","2","1","0","1",12000
"2566","3","1","22","2","1","0","1",18000
"2567","1","2","16","2","1","0","1",45000.0000000001
"2568","1","1","19","2","1","0","1",75000
"2569","1","1","21","2","1","0","6",24200
"2570","1","2","22","2","1","0","6",9000
"2571","1","2","21","2","1","0","1",44900.0000000001
"2572","1","1","20","2","1","0","1",46899.9999999999
"2573","1","1","20","2","1","0","1",55999.9999999999
"2574","1","1","16","2","2","0","1",3500.00000000001
"2575","1","2","16","2","1","0","1",24000
"2576","1","1","16","2","1","0","1",65000.0000000001
"2577","3","2","16","2","1","0","1",13000
"2578","1","2","19","2","1","0","1",39999.9999999999
"2579","1","1","21","2","1","0","1",57999.9999999999
"2580","1","2","19","2","1","0","1",21600
"2581","1","1","16","1","1","0","1",120000
"2582","6","2","18","2","1","0","1",19200
"2583","6","1","19","1","1","0","1",57900
"2584","6","2","18","2","1","0","1",13390
"2585","6","1","18","2","1","0","1",51200.0000000001
"2586","6","1","16","2","1","0","1",20200
"2587","1","2","21","2","1","0","1",59999.9999999999
"2588","6","2","16","1","1","0","1",10800
"2589","1","1","19","1","1","0","1",26200
"2590","6","2","19","2","1","0","3",3600
"2591","6","1","18","2","1","0","3",2000
"2592","6","2","16","1","1","0","3",10300
"2593","1","1","19","2","1","0","1",5000
"2594","1","2","22","2","1","0","1",39999.9999999999
"2595","1","1","19","1","1","0","1",48999.9999999999
"2596","6","2","18","1","1","0","1",9499.99999999999
"2597","6","1","15","1","1","0","1",8900.00000000002
"2598","1","2","21","2","1","0","1",14700
"2599","1","1","21","2","1","0","1",47620.0000000001
"2600","1","2","24","2","1","0","6",87000
"2601","1","2","14","1","1","0","1",8000
"2602","1","1","16","1","1","0","1",47900
"2603","1","2","15","2","2","0","1",59999.9999999999
"2604","6","2","16","2","1","0","1",2200
"2605","6","1","16","2","1","0","1",79999.9999999999
"2606","1","2","19","1","1","0","1",22000
"2607","6","1","21","2","1","0","1",94000.0000000002
"2608","6","2","20","1","1","0","1",22900
"2609","6","1","17","2","2","0","1",20000
"2610","6","1","20","2","1","0","1",37210.0000000001
"2611","6","2","21","2","1","0","1",60719.9999999998
"2612","1","2","22","2","1","0","1",56600.0000000001
"2613","1","2","23","2","1","0","1",55600.0000000001
"2614","6","2","16","1","1","0","1",10500
"2615","1","2","16","2","1","0","1",16000
"2616","6","1","18","1","1","0","1",19000
"2617","6","2","18","2","1","0","1",10850
"2618","6","1","16","2","1","0","1",41430
"2619","1","2","21","1","1","0","1",110200
"2620","1","1","20","2","1","0","1",59999.9999999999
"2621","1","2","14","2","1","1","1",3220
"2622","1","1","15","2","1","0","1",39999.9999999999
"2623","1","2","16","2","1","0","1",26700
"2624","6","2","16","2","1","0","1",9800.00000000001
"2625","6","1","18","2","1","0","1",48200.0000000001
"2626","1","2","20","2","1","0","1",23000
"2627","1","1","16","2","1","0","8",22000
"2628","6","2","20","1","1","0","1",12200
