"","Employment","Sex","Education","Disability","Health_insurance","Own_child","Race","Total_person_income"
"1016","1","1","16","2","1","0","1",77000
"1017","1","2","14","2","1","0","1",5700.00000000001
"1018","1","2","20","2","1","0","1",16500
"1019","6","1","18","1","1","0","1",13550
"1020","1","1","16","2","1","0","1",54529.9999999999
"1021","1","2","16","2","1","0","1",41499.9999999999
"1022","1","1","16","1","1","0","1",57820.0000000002
"1023","1","1","15","2","1","0","1",50000
"1024","1","1","17","2","2","0","1",17500
"1025","1","2","17","2","2","0","1",13000
"1026","6","2","23","2","1","0","1",5499.99999999999
"1027","6","1","17","1","2","0","1",110000
"1028","6","2","21","2","1","0","1",70500.0000000001
"1029","6","1","18","2","1","0","1",56699.9999999999
"1030","1","2","19","2","1","0","1",30000.0000000001
"1031","1","1","19","2","1","0","1",34999.9999999999
"1032","1","1","21","2","1","0","1",33300
"1033","1","2","19","1","1","0","1",57999.9999999999
"1034","6","1","19","2","1","0","1",221000
"1035","1","2","22","2","1","0","1",37199.9999999999
"1036","1","2","20","2","1","0","3",28820
"1037","6","1","14","2","1","1","3",500
"1038","6","1","21","1","1","0","1",67200.0000000001
"1039","1","1","18","2","1","0","1",62000.0000000001
"1040","1","2","21","2","1","0","1",58999.9999999998
"1041","1","2","21","2","2","0","1",22900
"1042","6","1","14","1","2","0","1",8700
"1043","3","2","14","2","1","0","1",9800.00000000001
"1044","1","1","16","2","1","0","1",6000
"1045","1","1","16","2","2","0","1",9999.99999999999
"1046","1","2","14","2","1","0","8",47000.0000000001
"1047","1","1","18","2","1","0","1",27699.9999999999
"1048","1","2","16","2","1","0","1",1200
"1049","1","1","21","2","2","0","1",14000
"1050","1","1","22","2","1","0","1",463000
"1051","1","2","21","2","1","0","1",2999.99999999999
"1052","6","1","14","1","1","0","3",11000
"1053","6","2","13","1","1","0","3",8599.99999999999
"1054","6","1","20","1","1","0","1",10500
"1055","1","1","20","1","1","0","1",50000
"1056","1","1","16","2","1","0","1",45000.0000000001
"1057","1","2","21","2","1","0","1",115030
"1058","1","2","20","2","2","0","1",88000
"1059","1","1","18","2","2","0","1",27000
"1060","1","2","9","2","2","0","1",2000
"1061","1","1","12","2","2","0","1",6600.00000000001
"1062","1","2","20","2","1","0","1",79999.9999999999
"1063","6","2","20","2","1","0","1",54300.0000000001
"1064","6","1","18","1","1","0","1",40400
"1065","1","1","20","2","1","0","1",25999.9999999999
"1066","1","1","18","1","2","0","3",20000
"1067","6","2","19","1","2","0","3",8400.00000000002
"1068","2","2","14","1","2","0","3",9360
"1069","1","1","24","2","1","0","1",46000.0000000001
"1070","6","2","19","1","1","0","3",19960
"1071","6","1","18","2","1","0","1",36000
"1072","6","2","16","2","1","0","1",16900
"1073","1","1","16","2","1","0","1",90999.9999999998
"1074","1","2","20","2","1","0","1",15000
"1075","1","2","19","2","1","0","3",37999.9999999999
"1076","1","1","19","2","1","0","3",46800.0000000001
"1077","1","2","18","2","2","0","3",18700
"1078","6","2","14","1","1","0","3",9899.99999999999
"1079","3","1","20","2","1","0","1",24000
"1080","1","1","17","2","1","0","1",36000
"1081","1","2","21","2","1","0","2",50999.9999999999
"1082","1","1","20","2","1","0","2",88999.9999999998
"1083","1","1","21","2","1","0","1",8000
"1084","1","1","20","2","1","0","1",59999.9999999999
"1085","1","2","21","2","1","0","1",79999.9999999999
"1086","6","2","19","2","1","0","3",1100
"1087","1","2","16","1","1","0","1",9200.00000000001
"1088","1","2","22","1","1","0","1",30000.0000000001
"1089","1","1","16","2","1","0","1",33300
"1090","1","2","21","2","1","0","1",48799.9999999999
"1091","1","2","13","2","1","0","1",37199.9999999999
"1092","6","1","22","2","1","0","1",52999.9999999999
"1093","6","2","22","1","1","0","1",22600
"1094","1","2","15","2","1","0","1",20000
"1095","1","1","18","2","1","0","1",39999.9999999999
"1096","1","1","21","2","1","0","1",31999.9999999999
"1097","1","2","16","2","2","0","1",31999.9999999999
"1098","1","1","16","2","1","0","1",50500
"1099","1","2","18","2","1","0","1",31010
"1100","6","2","16","2","1","0","1",1300
"1101","1","1","16","2","1","0","1",41000.0000000001
"1102","1","1","16","2","1","0","1",99999.9999999998
"1103","1","2","16","2","1","0","1",30000.0000000001
"1104","1","2","21","2","1","0","9",34680
"1105","6","1","21","2","1","0","1",39499.9999999999
"1106","6","1","11","2","1","0","1",19400
"1107","6","2","21","2","1","0","1",27699.9999999999
"1108","6","1","16","2","1","0","1",14600
"1109","1","2","19","2","1","0","1",85000.0000000001
"1110","1","2","18","2","2","0","1",97999.9999999998
"1111","6","1","10","1","1","0","1",18000
"1112","6","1","21","1","1","0","1",29000.0000000001
"1113","6","2","16","2","1","0","6",17500
"1114","1","1","17","2","2","0","1",69999.9999999998
"1115","1","2","21","2","2","0","1",24000
"1116","6","1","21","2","1","0","1",23000
"1117","1","1","19","2","1","0","1",77000
"1118","1","2","22","2","1","0","1",65000.0000000001
"1119","1","1","16","2","1","0","1",10200
"1120","1","1","16","2","1","0","1",8700
"1121","6","2","19","1","1","0","3",11420
"1122","6","1","17","1","1","0","1",15000
"1123","6","1","17","2","2","0","3",720
"1124","3","2","17","2","2","0","3",20720
"1125","3","1","11","2","2","0","3",30719.9999999999
"1126","1","1","16","2","1","0","1",37999.9999999999
"1127","6","2","16","1","1","0","1",9200.00000000001
"1128","1","2","18","2","1","0","1",39999.9999999999
"1129","1","1","16","2","1","0","1",30000.0000000001
"1130","1","1","11","2","1","0","1",12000
"1131","6","1","16","2","1","0","1",36000
"1132","1","2","20","2","1","0","1",28000
"1133","1","2","22","2","1","0","1",16600
"1134","1","1","22","2","1","0","1",81099.9999999999
"1135","1","2","18","2","1","0","1",3200
"1136","1","1","13","2","1","1","1",5100
"1137","6","2","19","2","2","0","1",12800
"1138","1","1","18","2","2","0","1",47350
"1139","1","1","20","1","1","0","1",41000.0000000001
"1140","6","2","20","2","1","0","1",66000
"1141","1","1","20","2","1","0","1",95999.9999999998
"1142","1","2","21","2","1","0","1",59999.9999999999
"1143","1","1","21","2","1","0","1",65000.0000000001
"1144","1","2","22","2","1","0","1",69999.9999999998
"1145","6","1","16","2","2","0","1",42399.9999999999
"1146","1","2","22","2","1","0","1",39999.9999999999
"1147","1","1","18","2","1","0","1",79999.9999999999
"1148","6","1","12","2","1","0","1",26900
"1149","1","2","21","2","1","0","1",34999.9999999999
"1150","1","1","21","2","1","0","1",42000
"1151","6","2","21","2","1","0","1",44300
"1152","6","1","22","2","1","0","1",40499.9999999999
"1153","1","2","19","2","1","0","1",50000
"1154","1","1","21","2","1","0","1",59999.9999999999
"1155","1","1","16","2","1","0","9",62000.0000000001
"1156","6","2","13","2","1","0","9",10700
"1157","1","2","19","2","1","0","1",22020
"1158","1","2","19","2","1","0","1",54000
"1159","6","1","18","1","1","0","1",19400
"1160","1","1","19","2","1","0","1",13000
"1161","6","2","19","2","1","0","1",27200
"1162","6","1","17","2","1","0","1",25700
"1163","1","1","19","2","1","0","1",30000.0000000001
"1164","1","1","16","2","1","0","1",24000
"1165","1","2","16","2","1","0","1",26700
"1166","1","2","16","2","2","0","1",12000
"1167","6","2","16","2","1","0","1",500
"1168","6","1","21","1","1","0","1",72000
"1169","1","2","14","2","1","0","1",63000
"1170","6","1","22","1","1","0","1",119030
"1171","1","1","16","2","1","0","1",90999.9999999998
"1172","1","2","21","1","1","0","1",24900
"1173","1","2","22","2","1","0","3",55000.0000000001
"1174","1","2","21","2","1","0","1",55000.0000000001
"1175","1","1","21","2","1","0","1",34999.9999999999
"1176","1","2","22","2","1","0","1",72000
"1177","1","1","21","2","1","0","1",57499.9999999999
"1178","6","1","16","1","1","0","1",28200.0000000001
"1179","6","2","19","1","1","0","1",12900
"1180","1","1","21","1","1","0","1",72000
"1181","1","1","18","1","1","0","1",64000
"1182","1","1","21","2","1","0","1",15000
"1183","1","2","20","2","2","0","1",9999.99999999999
"1184","6","1","16","2","1","0","1",49299.9999999999
"1185","1","1","24","2","1","0","1",75699.9999999999
"1186","6","2","19","2","1","0","1",9999.99999999999
"1187","1","2","20","2","1","0","1",5000
"1188","1","1","19","2","1","0","1",105000
"1189","1","2","22","2","1","0","1",58999.9999999998
"1190","1","1","16","2","1","0","1",31199.9999999999
"1191","1","2","18","2","1","0","1",4900.00000000001
"1192","1","1","21","2","1","0","1",26300
"1193","1","2","22","2","1","0","1",39100
"1194","6","2","18","1","1","0","1",27100
"1195","1","2","21","1","1","0","1",11000
"1196","6","1","16","2","1","0","1",13100
"1197","1","1","16","2","1","0","1",48000.0000000001
"1198","1","1","16","2","1","0","1",16000
"1199","1","2","16","2","1","0","1",20000
"1200","1","1","16","2","1","0","1",59999.9999999999
"1201","1","1","18","2","1","0","1",31999.9999999999
"1202","1","2","19","2","1","0","3",27000
"1203","1","1","20","2","1","0","1",59999.9999999999
"1204","1","1","21","1","1","0","1",55000.0000000001
"1205","1","2","21","2","1","0","1",6000
"1206","1","2","21","2","1","0","1",73999.9999999998
"1207","1","1","18","2","1","0","1",121000
"1208","6","2","18","1","1","0","1",22600
"1209","6","1","16","2","1","0","1",74150.0000000001
"1210","6","2","16","1","1","0","1",27500
"1211","1","2","18","2","2","0","1",31000
"1212","1","2","16","2","1","0","1",14400
"1213","1","1","16","2","1","0","1",56999.9999999999
"1214","1","2","21","2","1","0","1",50000
"1215","1","1","21","2","1","0","1",54000
"1216","1","1","15","2","1","0","1",30000.0000000001
"1217","1","2","17","2","1","0","1",2000
"1218","6","1","19","2","1","0","1",16500
"1219","6","1","22","1","1","0","3",71300
"1220","6","2","22","2","1","0","1",39999.9999999999
"1221","6","2","18","2","2","0","1",16000
"1222","1","1","19","1","2","0","1",59700
"1223","1","2","18","2","1","0","1",20400
"1224","1","2","19","2","2","0","3",40480
"1225","6","1","19","2","2","0","3",480
"1226","6","2","16","1","1","0","3",9280
"1227","1","2","18","2","1","0","1",57999.9999999999
"1228","1","1","18","2","1","0","1",99999.9999999998
"1229","1","2","14","2","1","1","1",2000
"1230","1","1","21","2","1","0","1",123000
"1231","1","1","21","2","1","0","1",99999.9999999998
"1232","1","2","18","2","1","0","1",63000
"1233","1","1","19","2","1","0","1",64000
"1234","1","1","21","2","1","0","1",95999.9999999998
"1235","1","1","16","2","1","0","1",12000
"1236","6","1","14","2","1","0","1",4000
"1237","6","2","19","2","1","0","1",13000
"1238","6","1","14","2","1","0","1",33100
"1239","6","2","16","2","1","0","1",680
"1240","1","1","21","2","1","0","1",46800.0000000001
"1241","6","1","16","2","1","0","1",28200.0000000001
"1242","6","2","21","2","1","0","1",73000.0000000001
"1243","2","1","16","2","2","0","1",42000
"1244","1","2","19","2","2","0","1",600
"1245","1","1","15","2","1","0","1",79999.9999999999
"1246","1","2","19","2","1","0","1",29600
"1247","6","1","19","2","1","0","1",16500
"1248","1","1","16","1","1","0","1",87600.0000000001
"1249","1","1","20","2","1","0","1",85000.0000000001
"1250","1","2","21","2","2","0","3",9999.99999999999
"1251","1","1","20","2","1","0","1",55999.9999999999
"1252","1","2","20","2","1","0","1",54000
"1253","1","1","21","2","1","0","1",126000
"1254","1","2","16","2","1","0","1",9999.99999999999
"1255","1","2","16","2","2","0","1",9399.99999999999
"1256","1","1","19","2","2","0","1",25000
"1257","6","1","13","1","1","0","1",20200
"1258","6","2","21","2","1","0","1",15990
"1259","1","1","16","1","1","0","1",16100
"1260","1","1","17","2","1","0","9",24000
"1261","1","1","17","2","1","0","9",27000
"1262","6","1","21","2","1","0","1",38100
"1263","1","1","16","1","1","0","1",81299.9999999999
"1264","6","2","19","2","1","0","1",9999.99999999999
"1265","1","2","19","2","1","0","1",27600
"1266","1","1","19","2","1","0","1",55000.0000000001
"1267","2","2","19","2","1","0","1",14400
"1268","6","1","14","2","1","1","9",5000
"1269","1","1","19","2","1","0","1",64000
"1270","1","2","18","2","1","0","1",21000
"1271","6","1","18","1","1","0","1",65900.0000000001
"1272","1","2","17","2","2","0","1",12000
"1273","6","2","19","1","1","0","1",17000
"1274","1","1","22","2","1","0","1",90000.0000000001
"1275","1","1","19","2","1","0","1",30000.0000000001
"1276","1","2","21","2","1","0","1",17000
"1277","1","2","21","2","1","0","1",40400
"1278","1","1","21","2","1","0","1",55999.9999999999
"1279","6","1","22","2","1","0","1",21199.9999999999
"1280","1","2","21","2","1","0","1",28000
"1281","1","1","21","2","1","0","1",213000
"1282","1","1","19","2","1","0","1",7000
"1283","6","2","21","1","1","0","1",19700
"1284","6","1","16","2","1","0","1",31599.9999999999
"1285","6","2","19","1","1","0","1",11300
"1286","6","2","20","2","1","0","1",41030
"1287","1","1","19","2","1","0","1",43300
"1288","1","2","20","2","2","0","1",30000.0000000001
"1289","6","1","16","2","1","0","1",53739.9999999999
"1290","1","2","22","2","1","0","1",26500
"1291","1","1","16","2","1","0","1",78999.9999999999
"1292","6","1","16","2","1","0","1",38820.0000000001
"1293","6","2","16","2","1","0","1",8700
"1294","6","2","16","2","1","0","1",5400
"1295","6","1","16","2","1","0","1",22800
"1296","6","2","19","2","1","0","1",5000
"1297","1","1","19","2","1","0","1",69999.9999999998
"1298","1","1","19","2","1","0","1",45000.0000000001
"1299","1","2","20","2","1","0","1",43099.9999999999
"1300","1","1","19","2","2","0","3",25900
"1301","1","2","21","2","1","0","1",44000.0000000001
"1302","1","1","17","2","1","0","1",55000.0000000001
"1303","1","1","12","2","1","1","1",1900
"1304","1","1","21","2","1","0","9",88000
"1305","6","2","18","1","1","0","1",37590
"1306","1","1","16","1","1","0","1",211000.000000001
"1307","6","2","20","2","1","0","1",8000
"1308","1","1","20","2","1","0","1",62000.0000000001
"1309","1","1","19","2","1","0","9",34999.9999999999
"1310","1","2","24","2","1","0","1",72000
"1311","6","1","6","2","2","0","1",12000
"1312","6","2","19","2","1","0","1",73600.0000000001
"1313","6","1","21","1","1","0","1",200100
"1314","1","2","19","2","2","0","1",19000
"1315","1","1","19","2","2","0","1",59999.9999999999
"1316","1","1","22","2","1","0","1",102180
"1317","3","2","19","2","1","0","1",32400.0000000001
"1318","1","2","16","2","1","0","1",196000
"1319","1","1","16","2","1","0","1",20000
"1320","1","1","16","2","1","0","1",25999.9999999999
"1321","1","2","21","2","1","0","1",9999.99999999999
"1322","1","2","16","2","2","0","1",9999.99999999999
"1323","1","1","16","2","2","0","1",30000.0000000001
"1324","1","1","24","2","1","0","1",44400
"1325","6","2","21","2","1","0","1",31000
"1326","6","1","20","1","1","0","1",39999.9999999999
"1327","6","2","20","2","1","0","1",57200
"1328","1","2","21","2","1","0","1",6000
"1329","1","1","18","2","1","0","1",88000
"1330","1","1","21","2","1","0","1",46500
"1331","6","2","21","2","1","0","1",9999.99999999999
"1332","6","2","13","2","1","1","1",500
"1333","6","1","20","2","1","0","1",36999.9999999999
"1334","6","2","16","1","1","0","1",11250
"1335","1","2","19","2","1","0","1",52000.0000000001
"1336","1","1","13","2","1","0","1",15600
"1337","6","1","19","2","1","0","1",28900
"1338","6","1","18","1","1","0","1",25999.9999999999
"1339","1","2","17","2","2","0","1",30000.0000000001
"1340","6","1","16","1","1","0","1",67999.9999999998
"1341","1","2","21","2","1","0","5",48999.9999999999
"1342","6","2","21","2","1","0","1",11800
"1343","1","2","19","2","1","0","1",33199.9999999999
"1344","4","1","22","2","1","0","1",97999.9999999998
"1345","1","2","21","2","1","0","1",25000
"1346","6","2","16","2","1","0","1",5400
"1347","6","1","9","1","1","0","1",12000
"1348","6","2","16","1","1","0","1",25719.9999999999
"1349","3","1","21","2","2","0","1",62649.9999999999
"1350","1","2","20","2","1","0","1",59999.9999999999
"1351","1","1","19","2","1","0","1",69999.9999999998
"1352","4","2","21","2","1","0","1",69999.9999999998
"1353","3","2","23","2","2","0","3",25000
"1354","1","1","19","2","2","0","3",9200.00000000001
"1355","1","1","14","2","2","1","3",18500
"1356","1","2","16","2","1","0","1",59999.9999999999
"1357","1","1","16","2","1","0","1",140000
"1358","1","2","18","2","1","0","1",34999.9999999999
"1359","1","1","15","2","1","0","1",45000.0000000001
"1360","1","2","21","2","1","0","1",12300
"1361","1","1","19","2","1","0","1",69999.9999999998
"1362","6","2","21","1","1","0","1",6000
"1363","2","1","22","2","1","0","1",65000.0000000001
"1364","1","2","21","2","1","0","1",69999.9999999998
"1365","1","2","22","2","1","0","2",34000
"1366","6","1","21","2","1","0","1",38200.0000000001
"1367","1","1","16","1","1","0","8",39999.9999999999
"1368","1","2","18","2","1","0","1",29099.9999999999
"1369","1","1","22","2","1","0","1",160100
"1370","1","1","19","2","1","0","1",88200
"1371","1","2","21","2","1","0","1",30220
"1372","1","1","13","2","1","0","1",51400.0000000001
"1373","1","2","16","2","1","0","1",39999.9999999999
"1374","1","2","13","2","1","1","1",2999.99999999999
"1375","1","2","21","2","1","0","1",50000
"1376","1","1","19","2","1","0","1",55000.0000000001
"1377","1","2","20","2","1","0","1",45000.0000000001
"1378","1","1","19","2","1","0","1",63000
"1379","1","1","11","2","1","0","1",37999.9999999999
"1380","3","1","16","1","1","0","1",28400
"1381","1","2","19","2","1","0","1",46000.0000000001
"1382","1","2","21","2","1","0","1",18000
"1383","1","1","20","2","1","0","1",242000
"1384","6","2","22","2","1","0","1",34000
"1385","6","1","21","1","1","0","1",25059.9999999999
"1386","6","1","19","2","1","0","1",9000
"1387","2","2","22","2","1","0","1",60999.9999999999
"1388","1","2","16","2","1","0","1",39999.9999999999
"1389","1","2","21","2","1","0","1",22000
"1390","1","1","21","2","1","0","1",30000.0000000001
"1391","1","2","16","2","1","0","1",18000
"1392","3","1","15","2","1","0","1",21000
"1393","1","2","13","2","1","1","1",3600
"1394","1","2","16","2","1","0","1",31999.9999999999
"1395","1","1","20","2","1","0","1",30200
"1396","1","1","15","2","1","0","1",27600
"1397","1","2","22","2","1","0","1",67000.0000000001
"1398","1","1","21","2","1","0","1",50000
"1399","1","1","20","2","1","0","1",55999.9999999999
"1400","1","2","18","2","1","0","1",36000
"1401","6","2","20","1","1","0","1",8400.00000000002
"1402","6","1","21","2","1","0","1",15000
"1403","6","2","19","1","1","0","1",10800
"1404","1","1","16","2","1","0","1",34999.9999999999
"1405","1","2","16","2","1","0","1",41100
"1406","1","1","18","2","1","0","1",49499.9999999999
"1407","1","2","21","2","1","0","1",44000.0000000001
"1408","1","2","23","2","1","0","1",104000
"1409","6","1","21","2","1","0","1",18000
"1410","1","2","19","2","1","0","1",24200
"1411","6","1","16","2","1","0","1",47699.9999999999
"1412","6","2","19","2","1","0","1",13500
"1413","6","1","16","1","1","0","1",12000
"1414","1","2","19","2","1","0","1",85000.0000000001
"1415","1","1","12","2","1","0","1",59999.9999999999
"1416","6","1","16","1","1","0","1",23600
"1417","6","2","21","2","1","0","1",27000
"1418","6","2","21","2","1","0","1",71000.0000000002
"1419","1","1","12","1","1","0","1",17700
"1420","1","2","19","2","1","0","1",13000
"1421","1","1","17","2","1","0","1",59999.9999999999
"1422","1","2","18","2","1","0","1",8000
"1423","1","1","18","1","1","0","1",75000
"1424","1","1","16","2","1","0","1",31000
"1425","1","2","20","2","1","0","1",70800.0000000001
"1426","1","1","16","2","1","0","1",55000.0000000001
"1427","1","2","22","2","1","0","1",84000
"1428","1","1","19","2","1","0","1",30000.0000000001
"1429","1","1","16","2","1","0","1",59999.9999999999
"1430","1","1","13","2","1","0","1",85000.0000000001
"1431","1","2","16","2","2","0","1",12000
"1432","6","2","19","2","1","0","1",7200
"1433","6","1","16","2","1","0","1",44400
"1434","1","1","16","2","1","0","1",15300
"1435","1","2","19","2","1","0","3",21320
"1436","6","1","18","2","1","0","1",121000
"1437","6","1","20","1","1","0","1",40600
"1438","6","2","20","2","1","0","1",42399.9999999999
"1439","1","1","20","1","1","0","1",47300
"1440","6","1","14","1","1","0","1",30000.0000000001
"1441","6","2","19","1","1","0","1",30000.0000000001
"1442","1","2","21","2","1","0","1",35010
"1443","1","2","20","2","1","0","1",50000
"1444","3","1","18","2","2","0","3",55000.0000000001
"1445","1","1","18","2","1","0","1",12900
"1446","1","1","24","2","1","0","1",460000
"1447","3","1","22","2","1","0","1",101500
"1448","1","2","17","2","1","0","1",12900
"1449","6","1","18","2","1","0","1",27200
"1450","6","2","16","2","1","0","1",9499.99999999999
"1451","1","1","21","2","1","0","1",59999.9999999999
"1452","1","2","19","2","1","0","1",13000
"1453","1","2","21","2","1","0","1",105000
"1454","1","1","21","2","1","0","1",48000.0000000001
"1455","1","1","22","2","1","0","1",55000.0000000001
"1456","1","2","24","2","1","0","1",76000
"1457","1","2","18","2","1","0","1",213000
"1458","1","1","18","2","1","0","1",34800
"1459","6","2","17","1","1","0","1",7200
"1460","6","2","17","1","1","0","1",7200
"1461","1","2","21","2","1","0","1",30000.0000000001
"1462","1","1","20","2","1","0","1",14000
"1463","1","2","19","2","1","0","1",13000
"1464","1","2","21","2","1","0","1",28000
"1465","1","2","16","2","1","0","1",58800
"1466","1","1","18","2","1","0","1",32999.9999999999
"1467","1","1","21","2","1","0","1",51500.0000000001
"1468","1","2","21","2","1","0","1",45000.0000000001
"1469","1","2","19","2","1","0","1",37500
"1470","1","2","18","2","1","0","1",33600
"1471","1","1","17","2","1","0","1",42300.0000000001
"1472","1","1","16","2","2","0","1",2999.99999999999
"1473","1","1","19","2","1","0","1",30000.0000000001
"1474","1","2","18","2","2","0","1",8000
"1475","2","1","19","2","1","0","1",10400
"1476","1","2","22","2","1","0","1",7799.99999999998
"1477","1","2","17","2","1","0","1",36000
"1478","1","1","17","2","1","0","1",36000
"1479","1","1","19","2","1","0","1",95000.0000000002
"1480","6","1","19","2","1","0","1",5000
"1481","1","1","16","2","1","0","1",76000
"1482","1","2","16","2","1","0","1",27600
"1483","6","1","21","1","1","0","1",26400
"1484","6","2","22","2","1","0","1",88799.9999999998
"1485","6","2","12","1","1","0","8",18300
"1486","1","1","21","2","1","0","1",25000
"1487","1","2","19","1","2","0","3",2100
"1488","2","1","13","2","2","0","3",2700
"1489","6","1","13","1","1","0","3",9000
"1490","1","1","16","2","2","0","3",639.999999999999
"1491","6","2","16","1","1","0","3",19170
"1492","6","2","19","2","1","0","3",9000
"1493","1","1","16","2","1","0","1",34200
"1494","6","2","11","1","1","0","1",45000.0000000001
"1495","1","1","19","2","1","0","1",65000.0000000001
"1496","1","2","20","2","1","0","1",59999.9999999999
"1497","6","2","19","2","1","0","1",7500.00000000001
"1498","6","1","19","2","1","0","1",18800
"1499","4","1","22","2","1","0","1",108000
"1500","2","2","20","2","1","0","1",59999.9999999999
"1501","1","2","19","2","1","0","1",87000
"1502","6","1","16","2","1","0","1",69000.0000000001
"1503","1","1","22","2","1","0","1",55000.0000000001
"1504","1","2","22","2","1","0","1",50000
"1505","6","1","14","2","1","0","1",1500
"1506","1","2","21","2","1","0","1",93199.9999999999
"1507","1","1","23","2","1","0","1",150000
"1508","6","1","19","2","1","0","1",26400
"1509","1","2","20","2","1","0","1",12000
"1510","1","1","21","2","1","0","1",48000.0000000001
"1511","1","1","17","2","2","0","1",24500
"1512","1","2","21","2","1","0","1",39999.9999999999
"1513","1","2","19","2","1","0","1",34800
"1514","1","2","22","1","1","0","1",67000.0000000001
"1515","1","1","21","1","1","0","1",130500
"1516","6","2","17","1","1","0","1",24800
"1517","6","2","16","2","1","0","1",2200
"1518","1","1","21","2","1","0","1",210000
"1519","6","1","19","1","1","0","3",6899.99999999999
"1520","6","2","17","1","1","0","3",20300
"1521","1","2","21","2","1","0","1",57299.9999999999
"1522","1","2","16","2","1","0","1",12000
"1523","1","1","19","2","1","0","1",12000
"1524","1","2","21","2","1","0","1",36000
"1525","1","1","19","2","1","0","1",28000
"1526","6","2","11","1","1","0","1",89199.9999999999
"1527","1","2","16","2","2","0","1",24000
"1528","1","2","21","2","1","0","1",56500.0000000001
"1529","3","1","18","2","1","0","1",20000
"1530","1","2","18","2","1","0","1",12000
"1531","1","1","22","2","1","0","1",45700
"1532","6","2","21","1","1","0","1",16190
"1533","1","2","16","2","2","0","1",17500
"1534","1","1","21","2","1","0","1",48000.0000000001
"1535","6","1","10","1","1","0","1",8400.00000000002
"1536","2","2","19","2","1","0","1",14400
"1537","1","1","21","2","1","0","1",25999.9999999999
"1538","1","2","22","2","1","0","1",67000.0000000001
"1539","1","1","22","2","1","0","1",65500
"1540","6","1","16","2","2","0","1",29200.0000000001
"1541","1","1","21","2","1","0","1",79999.9999999999
"1542","6","2","16","1","1","0","1",16500
"1543","1","1","20","2","1","0","1",99999.9999999998
"1544","1","2","16","2","1","0","1",29700.0000000001
"1545","1","1","16","2","1","0","1",24000
"1546","6","2","16","1","1","0","1",14300
"1547","1","2","18","2","1","0","1",48999.9999999999
"1548","1","1","16","2","1","0","1",57700.0000000001
"1549","1","1","22","2","1","0","1",85000.0000000001
"1550","6","2","21","2","1","0","1",1000
"1551","6","1","13","2","1","1","1",350
"1552","6","1","19","2","1","0","1",62850
"1553","6","2","18","1","1","0","1",27600
"1554","1","2","17","2","1","0","1",63000
"1555","1","1","20","2","1","0","1",124000
"1556","3","2","17","2","1","0","3",51220
"1557","1","2","21","2","1","0","9",27500
"1558","1","1","20","2","1","0","1",66000
"1559","1","1","20","2","1","0","1",57999.9999999999
"1560","1","2","19","2","1","0","1",46000.0000000001
"1561","1","1","16","1","1","0","1",55000.0000000001
"1562","2","2","10","2","1","0","1",6000
"1563","1","1","19","2","1","0","1",97000.0000000001
"1564","6","2","19","2","1","0","1",12000
"1565","1","2","21","2","1","0","1",71000.0000000002
"1566","6","2","22","2","1","0","1",51700.0000000001
"1567","6","1","20","2","2","0","1",6399.99999999998
"1568","6","2","19","1","1","0","1",26600
"1569","1","2","18","2","1","0","1",20100
"1570","1","2","16","2","1","0","1",21000
"1571","6","1","16","2","1","0","1",8599.99999999999
"1572","2","2","22","2","1","0","1",69099.9999999999
"1573","1","1","22","2","1","0","1",39999.9999999999
"1574","1","2","17","2","2","0","1",1000
"1575","1","1","21","2","1","0","1",77050.0000000001
"1576","1","2","16","2","1","0","1",50050
"1577","1","1","19","2","1","0","1",128000
"1578","6","2","16","2","1","0","1",100
"1579","1","1","21","1","1","0","1",72000
"1580","6","2","15","2","2","0","1",4000
"1581","1","2","12","2","1","0","1",270
"1582","6","1","18","1","1","0","1",18000
"1583","6","2","17","1","1","0","1",7400
"1584","1","1","18","2","1","0","1",85000.0000000001
"1585","1","1","13","2","1","0","8",30000.0000000001
"1586","1","2","17","2","1","0","8",30000.0000000001
"1587","1","1","16","2","1","0","8",4000
"1588","6","2","19","1","1","0","2",37999.9999999999
"1589","1","1","20","2","2","0","2",30000.0000000001
"1590","1","2","19","2","1","0","2",46500
"1591","6","1","13","1","1","0","1",6000
"1592","1","2","16","2","1","0","1",23700
"1593","1","1","16","2","1","0","1",5000
"1594","6","2","15","2","1","0","1",16800
"1595","6","1","19","2","1","0","1",12000
"1596","6","2","17","1","1","0","1",7000
"1597","1","1","19","2","1","0","1",43200
"1598","1","2","18","2","1","0","1",30000.0000000001
"1599","1","2","21","2","1","0","1",50000
"1600","6","1","16","2","1","0","1",2000
"1601","6","2","15","1","1","0","1",25999.9999999999
"1602","1","1","17","2","1","0","1",52000.0000000001
"1603","1","2","19","2","1","0","1",20200
"1604","1","1","16","2","1","0","1",79999.9999999999
"1605","1","1","19","2","1","0","1",7000
"1606","1","2","21","2","1","0","1",59999.9999999999
"1607","6","1","21","2","1","0","1",24000
"1608","6","2","16","1","1","0","9",18300
"1609","6","1","11","2","1","0","1",11900
"1610","6","1","16","2","1","0","1",6000
"1611","6","1","18","2","1","0","1",63400
"1612","1","2","19","1","1","0","1",25999.9999999999
"1613","1","2","16","1","1","0","1",25000
"1614","6","2","17","1","1","0","1",28100
"1615","1","1","20","2","1","0","1",85999.9999999999
"1616","1","2","20","2","1","0","1",31999.9999999999
"1617","1","2","14","2","1","0","1",4700
"1618","1","1","18","2","1","0","1",36999.9999999999
