"","Mobility","Employment","Sex","Education","Disability","Health_insurance","Own_child","Race","Total_person_income"
"2265",1,1,2,16,2,1,0,1,25000
"3159",1,1,2,21,2,1,0,1,23000
"307",1,1,2,21,2,1,0,1,28800
"528",1,3,2,19,2,1,0,1,4800
"2454",1,6,1,22,2,1,0,1,73700
"4009",1,3,2,20,2,2,0,3,31400
"4112",3,2,1,24,1,1,0,1,88000
"5079",3,1,2,22,2,1,0,1,25000
"1289",1,1,1,16,2,1,0,1,26500
"10",1,6,2,16,2,1,0,1,10400
"4096",1,1,2,14,2,1,0,1,13000
"3821",3,1,2,21,2,1,0,3,67000
"1245",1,6,2,11,2,1,0,1,3200
"4599",1,1,1,16,2,1,0,1,75000
"1762",1,1,2,18,2,1,0,1,21000
"4608",1,1,1,22,2,1,0,1,99200
"2468",1,1,2,24,2,1,0,1,470000
"4850",3,1,2,20,2,2,0,1,30000
"4890",1,6,2,20,2,1,0,1,5300
"5267",1,6,2,21,2,1,0,1,25200
"1468",1,1,1,20,1,1,0,1,50000
"3867",1,6,2,18,2,1,0,1,8020
"2234",1,1,2,19,2,1,0,2,46500
"3380",1,1,1,21,2,1,0,1,151000
"1017",1,6,1,19,1,1,0,1,32400
"2305",1,1,1,16,2,1,0,1,70000
"1227",1,6,1,22,2,1,0,1,68000
"594",1,6,2,13,2,1,0,1,19700
"4229",3,6,2,16,2,1,0,3,7300
"2647",3,1,2,19,2,2,0,1,16400
"4790",1,1,1,12,2,2,0,1,60000
"219",1,6,1,18,1,1,0,1,28200
"3881",1,1,2,20,2,1,0,1,24020
"3086",1,6,2,16,2,1,0,1,1000
"5505",1,1,1,16,2,1,0,1,6900
"5224",1,1,2,21,2,1,0,1,59000
"882",1,1,2,21,2,1,0,1,55000
"5119",1,1,1,19,2,1,0,1,135600
"441",1,1,1,24,2,1,0,1,106000
"1532",1,6,2,16,2,1,0,1,1300
"2726",1,6,2,18,1,1,0,1,12300
"2370",1,1,1,22,2,1,0,1,66600
"5097",1,1,1,21,2,2,0,1,70000
"555",3,1,1,21,2,1,0,1,36000
"297",1,3,1,19,2,1,0,1,21000
"3121",1,1,1,15,2,1,0,1,57000
"2367",1,1,1,16,1,1,0,1,52000
"1764",1,6,1,18,1,1,0,1,65900
"4736",1,6,1,12,2,1,0,1,36010
"1982",1,6,1,16,1,1,0,1,23600
"1213",1,1,1,20,2,1,0,1,120000
"3785",1,6,2,21,2,1,0,1,82000
"3944",1,1,1,16,2,2,0,9,14000
"2968",1,6,1,20,1,1,0,1,23220
"2554",1,1,2,20,2,1,0,6,17000
"1906",3,6,2,21,1,1,0,1,6000
"4877",1,6,2,16,2,1,0,1,10800
"1284",3,1,1,18,2,1,0,1,8000
"3512",1,1,1,16,2,1,0,1,55000
"1498",1,1,2,20,2,1,0,1,15000
"1501",1,1,2,18,2,2,0,3,18700
"5438",1,1,1,23,2,1,0,1,100000
"15",1,3,2,21,2,1,0,1,9300
"1288",1,6,2,19,2,1,0,9,69400
"1867",1,1,2,21,2,1,0,5,49000
"4040",1,1,1,21,2,1,0,1,23000
"1801",3,1,1,17,2,1,0,1,55000
"4437",1,6,1,22,2,1,0,1,68000
"2379",1,1,1,21,2,1,0,1,63000
"4286",1,1,2,24,2,1,0,1,74300
"624",1,6,2,19,2,1,0,1,9600
"653",1,1,1,20,2,1,0,1,92000
"787",1,1,1,19,2,1,0,1,48000
"5241",3,1,1,21,2,1,0,1,45000
"3251",1,1,2,14,1,1,0,1,11400
"3353",1,1,2,18,2,1,0,1,38000
"3100",1,1,2,21,2,1,0,1,25000
"217",1,1,2,20,2,1,0,1,33000
"5480",1,1,1,16,1,1,0,1,3000
"3397",1,1,2,20,2,1,0,1,30400
"2841",1,6,2,16,2,1,0,3,10200
"4071",1,6,2,15,1,1,0,8,5900
"4411",1,1,2,16,2,2,0,1,10000
"4145",1,1,1,21,2,1,0,1,104000
"5421",1,1,2,16,2,1,0,1,26700
"699",1,6,1,17,2,1,0,1,16000
"3982",1,1,2,22,2,1,0,1,54000
"5201",3,1,2,22,2,1,0,1,45000
"3317",1,1,1,21,2,1,0,1,69300
"2190",1,1,1,16,1,1,0,1,55000
"3678",3,1,2,16,2,1,0,1,16000
"2525",1,6,2,20,2,1,0,1,16830
"4340",1,6,1,18,2,1,0,1,25000
"3728",1,1,2,20,2,2,0,1,17300
"905",1,6,2,21,2,1,0,1,46000
"4264",3,3,1,20,2,2,0,3,17600
"5175",3,1,2,14,2,1,0,1,33000
"4980",3,6,1,16,1,1,0,1,25500
"4091",1,1,2,20,2,1,0,1,24000
"5114",1,1,2,20,1,1,0,1,35000
"3710",1,1,1,19,2,1,0,1,9000
"3052",1,1,2,19,2,2,0,3,26600
"4505",3,1,2,21,2,1,0,1,35000
"1320",1,6,2,20,2,1,0,1,34000
"1746",3,1,2,16,2,1,0,1,10000
"1798",1,1,2,20,2,1,0,1,43100
"4403",1,1,2,21,2,1,0,1,35000
"373",1,1,2,21,2,1,0,1,283000
"490",1,1,2,16,2,1,0,1,24100
"4485",1,6,1,20,2,1,0,1,20000
"453",3,1,1,22,2,1,0,1,66000
"3011",1,1,1,21,2,1,0,1,51000
"5135",1,1,1,16,2,1,0,1,24004
"4630",3,1,1,19,1,1,0,1,117000
"1909",1,2,1,22,2,1,0,1,65000
"5706",1,1,1,20,2,1,0,1,80000
"4594",1,1,2,21,2,1,0,1,61000
"4168",3,1,2,21,2,1,0,1,65000
"5535",3,6,2,18,1,1,0,1,7700
"4079",1,6,2,16,1,1,0,1,1900
"392",1,6,2,20,2,1,0,1,8400
"2134",1,1,2,18,2,1,0,1,12000
"171",1,6,2,21,2,2,0,1,13700
"3485",1,1,2,20,2,1,0,1,5100
"469",1,6,2,19,1,1,0,1,35600
"3279",1,1,2,20,2,1,0,1,30000
"1894",1,1,1,19,2,2,0,3,9200
"126",1,1,2,19,2,1,0,1,21600
"3338",1,1,2,22,2,1,0,1,77000
"1173",1,1,1,20,1,2,0,1,34800
"4132",3,6,2,19,1,1,0,1,14400
"2796",1,1,1,20,2,1,0,1,17000
"3342",1,6,1,16,2,1,0,1,24000
"2342",3,1,2,16,2,2,0,1,32000
"5381",3,1,1,17,2,1,0,1,21000
"2553",1,6,1,22,1,1,0,1,48000
"485",1,1,1,16,2,1,0,1,62000
"954",1,1,2,16,2,2,0,1,140
"2344",1,1,1,18,2,2,0,1,25000
"5711",1,1,2,16,2,1,0,1,25000
"4575",1,6,2,17,1,1,0,3,500
"1387",1,6,2,24,2,1,0,1,22450
"1215",1,1,1,14,2,1,1,1,1000
"5292",1,1,2,17,2,1,0,1,63000
"4952",1,3,1,15,2,1,0,1,17000
"3547",2,6,1,16,2,1,0,8,26000
"4523",1,6,1,16,2,1,0,1,20300
"1130",3,1,1,18,2,1,0,1,30000
"5607",1,1,2,17,1,1,0,1,25000
"1262",1,1,2,14,2,1,0,1,70000
"161",1,1,2,19,2,1,0,1,38000
"2388",3,1,1,16,2,1,0,1,30000
"227",3,1,2,19,2,1,0,1,1100
"42",1,1,1,23,2,1,0,1,130030
"2260",1,6,2,17,1,1,0,1,28100
"1190",1,1,2,19,2,1,0,3,45800
"4829",1,1,1,15,2,1,0,1,22000
"5405",1,1,2,21,2,1,0,1,72900
"5611",1,6,1,14,2,1,0,1,7400
"978",1,1,1,17,2,1,0,1,30000
"2284",1,6,1,11,1,1,0,1,202400
"1707",1,1,1,18,2,1,0,1,100000
"3815",1,1,2,19,2,1,0,1,57000
"1064",1,1,2,16,1,1,0,1,20000
"2280",1,6,1,19,2,1,0,1,64500
"1973",1,6,1,21,2,1,0,1,18000
"2643",1,1,1,16,2,1,0,8,20000
"1206",1,2,1,21,2,1,0,1,44000
"589",1,1,1,16,2,2,0,1,80000
"2362",1,6,1,19,2,1,0,1,43000
"2331",1,1,2,21,2,1,0,1,18300
"3271",1,1,1,21,2,1,0,1,100000
"5084",1,6,1,21,2,1,0,1,34000
"1717",1,6,1,14,2,1,0,1,4000
"4544",1,1,1,14,2,1,1,1,2100
"2440",1,6,2,16,2,1,0,1,2400
"630",1,1,1,20,2,1,0,1,100010
"4813",1,6,2,12,1,1,0,1,8800
"3804",1,6,1,16,1,1,0,1,53900
"4214",1,1,1,22,2,1,0,1,153400
"2158",1,1,1,16,2,1,0,1,24000
"4039",1,6,2,16,2,1,0,1,36000
"1754",1,6,1,21,2,1,0,1,38100
"3115",3,6,2,16,1,2,0,1,5100
"5215",1,6,1,19,2,1,0,1,1300
"2301",3,1,1,17,2,2,0,1,30000
"4388",1,2,2,18,1,1,0,1,8000
"3499",1,1,2,20,2,1,0,1,15700
"378",1,6,2,19,2,1,0,1,76200
"919",1,1,1,20,2,1,0,1,43000
"1110",1,6,1,19,2,1,0,1,24600
"5346",1,1,2,21,2,1,0,1,50000
"2",1,6,2,16,1,1,0,1,18700
"3214",1,1,2,16,2,1,0,1,21000
"799",1,1,1,19,2,1,0,1,8000
"739",1,6,1,20,2,1,0,1,29200
"3615",1,3,2,16,2,1,0,1,13000
"1062",1,6,2,19,1,1,0,6,16300
"1659",1,1,2,18,2,1,0,1,4900
"83",1,1,2,18,2,1,0,1,12000
"1734",1,1,2,19,2,1,0,1,29600
"5145",1,6,1,16,1,1,0,1,89000
"360",1,1,1,19,2,1,0,1,128000
"4804",1,1,1,19,1,1,0,2,62000
"3538",1,6,2,19,2,1,0,1,14800
"2200",1,6,2,19,1,1,0,1,26600
"2278",1,3,1,16,2,1,0,9,10000
"5025",1,1,2,20,2,2,0,1,18100
"3763",1,6,2,19,2,2,0,1,11200
"3665",1,6,1,16,2,1,0,1,80000
"1018",1,1,2,17,1,1,0,1,400
"5367",1,1,1,22,2,1,0,1,114000
"4001",1,3,2,16,2,1,0,1,4000
"2252",1,1,2,21,2,1,0,1,60000
"4213",1,1,2,20,2,1,0,1,51600
"5222",1,1,1,16,2,1,0,1,66200
"3557",3,1,1,1,1,1,0,1,41000
"2960",1,1,2,22,2,1,0,1,50000
"5484",1,3,1,17,2,2,0,1,7000
"2434",1,6,1,16,2,1,0,1,15000
"725",1,1,2,18,1,1,0,1,32000
"3746",1,1,1,16,2,1,0,1,79000
"1449",1,1,2,14,2,1,0,8,47000
"4408",1,1,1,16,2,1,0,1,42000
"3782",1,6,1,20,2,1,0,1,38100
"4918",1,1,1,21,2,1,0,1,20400
"127",1,1,2,20,2,1,0,1,13000
"4089",3,6,2,19,2,1,0,1,39500
"2997",1,1,1,16,2,1,0,1,38000
"2038",1,1,1,18,2,1,0,1,34800
"2318",1,1,1,22,2,1,0,1,65050
"1067",1,1,1,20,2,1,0,8,35000
"5018",3,2,1,19,2,1,0,3,11000
"3841",1,1,1,21,2,1,0,1,140030
"5000",3,1,2,17,2,1,0,1,49800
"3031",1,1,1,19,2,1,0,3,40000
"5655",1,6,2,19,1,1,0,1,23480
"158",1,1,2,15,2,1,0,1,5000
"1542",1,1,2,19,2,1,0,1,85000
"4307",1,1,1,15,2,2,0,9,26000
"3172",1,6,2,19,1,1,0,1,11300
"1246",1,1,1,16,2,1,0,1,28020
"3022",1,6,2,21,2,1,0,1,7000
"1553",1,1,2,22,2,1,0,1,65000
"3795",1,6,2,16,2,1,0,1,23000
"4161",1,1,2,19,2,1,0,1,34000
"1671",1,1,2,16,2,1,0,1,20000
"4585",1,3,2,20,2,1,0,1,36400
"5586",1,6,1,17,2,1,0,1,20200
"2832",3,1,1,20,2,1,0,1,66000
"1418",1,1,1,16,1,1,0,1,57820
"4691",1,1,1,19,2,1,0,1,45000
"2337",1,1,2,21,2,1,0,9,41000
"1113",1,6,2,21,2,1,0,1,24000
"2559",1,1,2,21,2,1,0,1,100000
"4110",1,6,1,21,2,1,0,1,100000
"1442",3,1,2,21,2,2,0,1,22900
"1102",1,1,1,16,1,1,0,1,84600
"1560",1,6,1,17,2,2,0,3,720
"1541",1,6,1,16,2,1,0,1,14600
"2694",1,1,1,16,1,1,0,1,220070
"2618",1,6,1,14,2,1,0,1,42400
"5269",1,1,2,16,2,1,0,1,112000
"1007",1,1,1,16,2,1,0,1,10000
"633",1,1,1,19,2,1,0,1,111900
"527",3,1,2,19,2,1,0,1,48000
"1875",1,6,2,16,2,1,0,1,5400
"4591",1,6,2,20,2,1,0,1,4000
"743",1,3,1,20,2,2,0,3,15000
"3189",1,1,1,21,1,1,0,1,214000
"2032",1,1,1,22,2,1,0,1,55000
"514",1,1,2,14,2,1,1,1,5000
"3394",3,1,1,20,2,2,0,1,30000
"3382",1,1,1,17,2,1,0,1,70000
"2768",1,1,1,21,2,1,0,1,187000
"690",1,1,2,16,2,2,0,1,1200
"4554",1,6,2,20,2,1,0,1,22200
"3348",1,3,1,16,2,2,0,1,6700
"1519",1,1,2,16,1,1,0,1,9200
"4072",1,3,2,18,2,1,0,3,6200
"2106",1,1,2,20,2,1,0,1,12000
"4573",1,6,1,22,2,1,0,1,30700
"2050",3,1,1,18,2,1,0,1,33000
"1758",1,1,1,19,2,1,0,1,55000
"195",1,6,2,16,1,1,0,1,31900
"3083",1,1,2,21,2,1,0,1,15800
"1048",1,1,2,19,1,1,0,1,5840
"1783",3,1,1,19,2,1,0,1,43300
"4088",1,1,2,21,2,2,0,9,400
"620",1,1,2,16,2,1,0,1,35000
"4217",1,1,1,22,2,1,0,1,136000
"2053",1,1,2,19,2,1,0,1,37500
"2683",1,1,2,20,2,1,0,9,10000
"4681",3,1,1,19,2,1,0,1,96000
"2972",1,1,2,19,2,1,0,1,40000
"1859",1,6,2,16,1,1,0,1,11250
"710",1,1,1,18,2,1,0,1,100000
"198",1,1,2,21,2,1,0,1,36000
"4744",1,1,1,20,2,2,0,1,16000
"58",1,6,2,20,2,1,0,1,36000
"5382",1,1,1,16,2,1,0,1,39220
"1698",3,6,2,22,2,1,0,1,40000
"55",1,1,1,21,2,1,0,1,50000
"1088",1,6,1,21,1,1,0,1,62500
"849",1,1,1,19,1,1,0,1,66000
"656",1,6,2,20,2,1,0,1,24310
"3606",1,1,1,20,2,1,0,1,46900
"648",1,1,1,19,1,1,0,6,158000
"613",1,1,1,19,2,1,0,1,35500
"778",1,6,2,20,2,2,0,9,10600
"189",1,1,1,16,2,1,0,1,35000
"2974",1,6,2,17,1,1,0,1,18000
"94",1,3,2,21,2,2,0,1,3600
"1081",1,6,1,13,2,1,1,1,1000
"3622",1,1,2,19,2,1,0,1,21600
"4600",1,1,2,20,2,1,0,1,12000
"5206",1,1,1,19,2,1,0,1,18000
"2214",1,6,2,16,2,1,0,1,100
"809",3,6,1,19,1,1,0,9,15400
"904",1,1,2,19,2,1,0,3,19900
"1084",3,1,1,13,2,1,0,1,19200
"2985",1,1,1,16,2,1,0,1,25000
"1557",1,1,1,16,2,1,0,1,8700
"3055",1,6,1,20,2,1,0,1,32800
"4441",1,1,2,21,2,1,0,1,50000
"1116",1,1,1,16,1,1,0,1,25000
"5347",1,1,1,21,2,1,0,1,15000
"4795",3,1,1,17,2,1,0,1,6120
"3229",1,6,1,18,1,1,0,1,21300
"3443",1,6,2,19,2,1,0,1,14400
"2472",1,6,1,19,1,1,0,1,33500
"2789",1,1,1,21,2,1,0,1,468200
"110",1,1,1,16,2,1,0,1,93470
"566",1,6,1,23,1,1,0,1,47200
"2169",1,6,1,13,2,1,1,1,350
"797",1,1,2,24,2,1,0,1,104390
"2277",1,1,2,16,2,1,0,8,30000
"779",1,6,2,18,2,1,0,1,12700
"3670",1,6,1,17,2,2,0,1,20000
"4262",1,1,1,20,2,1,0,1,45000
"344",1,6,2,22,2,1,0,1,500
"5327",1,1,2,24,2,1,0,1,119050
"3811",1,1,2,22,2,1,0,1,55000
"829",1,6,1,21,1,1,0,1,22900
"1829",1,1,2,19,2,2,0,1,19000
"3729",1,1,2,20,2,1,0,1,6300
"2025",1,1,2,17,2,1,0,1,12900
"423",1,1,2,19,2,1,0,3,60540
"5560",1,1,2,22,2,1,0,1,99100
"2562",3,1,2,19,2,1,0,1,11000
"908",3,1,2,21,2,2,0,1,105600
"146",3,1,2,17,2,1,0,1,24000
"4278",1,1,1,21,2,1,0,1,40200
"5336",1,1,1,19,2,1,0,1,28000
"3847",1,1,2,17,2,2,0,1,22000
"659",1,1,1,16,1,1,0,1,96000
"4424",1,1,2,19,2,1,0,1,19200
"3643",1,6,2,18,1,1,0,1,9500
"1276",1,6,2,20,2,2,0,5,15600
"2530",1,1,2,16,2,1,0,1,20100
"2398",1,6,2,16,2,1,0,1,27900
"4992",1,6,2,19,2,1,0,3,25600
"638",1,1,2,16,2,1,0,1,68000
"840",1,1,1,15,1,1,0,1,48000
"5546",1,1,1,19,2,1,0,1,6500
"3899",3,6,2,18,2,1,0,1,21500
"376",1,1,2,14,2,1,0,1,1500
"2751",1,6,1,21,2,1,0,1,16000
"5038",1,1,2,19,2,2,0,1,12000
"134",1,1,2,14,2,2,0,1,24400
"1417",1,1,2,16,2,1,0,1,41500
"4047",1,1,1,18,2,1,0,1,75000
"2902",1,1,1,21,2,1,0,1,460000
"2006",1,1,2,19,2,1,0,3,21320
"1989",1,1,2,18,2,1,0,1,8000
"4764",1,1,2,21,2,1,0,1,33000
"2838",1,6,1,21,1,1,0,1,39050
"5322",1,1,2,22,2,1,0,1,38000
"4417",3,1,1,19,2,1,0,1,21000
"2807",1,1,2,18,2,1,0,1,14500
"1905",3,1,1,19,2,1,0,1,70000
"1257",1,1,1,16,2,1,0,1,26200
"2604",1,1,2,16,2,1,0,1,41800
"4814",1,1,2,21,2,1,0,1,58000
"5272",1,6,2,16,2,1,0,1,6000
"1087",1,6,2,23,2,1,0,1,30100
"180",1,6,1,20,1,1,0,1,30000
"3911",1,1,2,18,2,1,0,1,40000
"211",1,6,2,18,1,1,0,1,10800
"89",1,1,1,13,2,1,0,1,55800
"5407",1,2,1,16,2,2,0,1,60000
"3165",1,1,1,17,2,1,0,1,28500
"945",3,1,1,19,2,1,0,1,85000
"2062",1,1,2,22,2,1,0,1,7800
"143",1,3,1,16,2,1,0,1,15000
"2391",1,6,2,20,2,1,0,1,34300
"4385",1,1,1,20,2,1,0,1,75000
"557",1,1,1,21,2,1,0,1,95000
"593",1,6,2,16,2,1,0,1,50000
"3359",1,1,1,16,2,1,0,1,80000
"109",3,6,2,17,1,1,0,1,12400
"2399",3,1,1,16,1,1,0,1,11360
"5174",1,1,1,21,2,1,0,1,212600
"4611",1,1,2,19,2,1,0,1,24000
"2262",1,1,2,20,2,1,0,1,32000
"2279",1,6,2,19,2,1,0,1,52000
"1651",1,6,1,16,2,1,0,1,49300
"5474",3,6,1,18,2,2,0,1,5000
"2223",1,1,1,18,2,1,0,1,85000
"2613",1,6,2,20,2,1,0,1,30000
"547",1,1,1,20,1,1,0,1,146000
"572",1,1,2,12,2,2,1,1,300
"4360",1,1,1,19,2,1,0,1,45000
"1830",1,1,1,19,2,2,0,1,60000
"3404",3,1,1,18,2,1,0,1,21340
"821",1,6,2,16,2,1,0,1,10300
"1090",1,1,2,22,2,1,0,1,57000
"5254",1,6,2,18,1,1,0,1,13000
"3",1,1,2,22,2,1,0,1,68000
