"epochs","BARTMean","BARTsd","MIMean","MIsd","BRSMean","BRSsd","PoptMean"
110,53739.32155179,3843.40774530373,47803.1506849315,4267.00030388724,46832.7397260274,3035.63485890979,47916.4753747323
111,53224.6007047844,3347.58826287352,47491.5646258503,4249.29189922042,46650.2040816327,3020.40143382348,47916.4753747323
112,53817.8634563169,3565.82483994925,47413.9189189189,4221.10420344387,46470.1351351351,3005.29072395265,47916.4753747323
113,52075.0552027516,3319.11158585229,47418.5234899329,4192.58577470167,46258.9261744966,2992.49800853562,47916.4753747323
114,53412.5256030614,4876.11056417778,48989.0666666667,4452.61543489234,46089.2,2977.28837462425,47916.4753747323
115,53472.5420207196,4520.16529520045,49483.8410596027,4450.70278481543,46512.4503311258,2987.77261512747,47916.4753747323
116,53231.3021105557,3328.3625195971,49506.9736842105,4421.28884922496,46403.8157894737,2969.98666018388,47916.4753747323
117,51880.9323069302,3713.02237051232,49599.7385620915,4393.18737058791,46460,2950.98569146761,47916.4753747323
118,52592.6622936306,2945.52692216536,49927.012987013,4376.80700104195,46280.3896103896,2937.23085510592,47916.4753747323
119,53869.5709103244,3930.16706567384,49735.8709677419,4352.61241696426,46297.935483871,2918.21101814782,47916.4753747323
120,52191.824674975,3887.36847055653,49693.9743589744,4324.7353009092,46039.6153846154,2910.94254433817,47916.4753747323
121,52059.4138143712,3223.06447967907,49409.2993630573,4306.49241923079,46319.6178343949,2905.89106959087,47916.4753747323
122,52450.4992644513,4603.34852181431,49463.6708860759,4279.41015073574,46072.0253164557,2898.04564082865,47916.4753747323
123,52133.48449934,3119.98741950329,49529.9371069182,4252.84484322083,46084.1509433962,2879.72927008398,47916.4753747323
124,51974.2784274078,4312.41801144193,49391.625,4228.37435857906,45911.75,2866.83889519083,47916.4753747323
125,52610.4126879982,2790.72910010114,49426.4596273292,4202.09231032026,45735.900621118,2854.37699046357,47916.4753747323
126,52191.6762910712,3440.82968023332,49330.6172839506,4177.0988716959,45502.962962963,2846.25517323377,47916.4753747323
127,52543.5598551945,3959.84346835949,49334.7239263804,4151.31635452306,45472.5766871166,2828.84990709971,47916.4753747323
128,51196.9920532395,3726.70658183126,49079.6341463415,4133.77466848706,45217.256097561,2823.13525479013,47916.4753747323
129,51538.0044458792,3371.51699232519,49012.4848484848,4109.12076891168,45397.7575757576,2811.75606904066,47916.4753747323
130,51235.4149835522,3646.77785911073,48794.3373493976,4090.07399726554,45726.686746988,2814.12201991722,47916.4753747323
131,51936.5738469691,3097.13328567773,48585.3892215569,4070.83333547397,45788.2035928144,2797.84992557136,47916.4753747323
132,51775.7225303418,3822.03988626772,48439.0476190476,4049.11830748448,45718.0357142857,2781.9866692623,47916.4753747323
133,52486.4761220828,3993.48979512632,48262.4852071006,4028.91014665511,45471.1834319527,2776.4881594472,47916.4753747323
134,52240.9549073249,3146.67488015493,48213.8823529412,4005.36708151821,45382.5294117647,2761.49108716401,47916.4753747323
135,52198.8804924047,3403.6554215495,48048.8888888889,3985.24312747449,45391.9883040936,2745.26341330702,47916.4753747323
136,51225.6637171171,3236.87645362585,48263.7209302326,3967.79187303004,46087.3837209302,2816.91068216141,47916.4753747323
137,53275.2536216872,3685.18572605399,48498.0346820809,3951.71661107883,45904.2196531792,2806.5514180112,47916.4753747323
138,51949.9771762928,3815.36380394489,48523.908045977,3928.96000377976,46502.4712643678,2854.10360277389,47916.4753747323
139,52545.3516266798,3146.34012163174,48452.3428571429,3907.03902569747,46579.6,2838.75471671238,47916.4753747323
140,52191.7994354093,3218.30309890537,48316.8181818182,3887.08987171609,46504.1477272727,2823.54734114063,47916.4753747323
141,52970.65805301,3614.73227979454,48089.0395480226,3871.74829382625,46778.1355932203,2820.91778783089,47916.4753747323
142,53015.2841213386,4014.05012696509,48034.606741573,3850.26097304456,46613.6516853933,2809.82612427949,47916.4753747323
143,51343.4073812506,2680.92737361173,48650.6145251397,3878.14483255428,46546.9832402235,2794.84032427062,47916.4753747323
144,52430.9405310213,2926.18832679628,48738.6666666667,3857.48991700379,46306.2777777778,2789.68883619995,47916.4753747323
145,51314.6186528515,3603.26541768307,48534.5856353591,3841.51432450381,46285.2486187845,2774.2707100513,47916.4753747323
146,51365.6805848099,2780.57975602937,48405.2747252747,3822.49043302882,46333.1318681319,2759.36103405946,47916.4753747323
147,51579.2603714997,2515.58893982955,48474.0983606557,3802.11411498064,46276.6666666667,2744.78375904386,47916.4753747323
148,50655.882898237,3548.59055816775,48428.0434782609,3781.61952040775,46106.6847826087,2735.10101333722,47916.4753747323
149,51830.3798188554,3727.67303549357,48247.3513513514,3765.42877708504,46160.1621621622,2720.76479781708,47916.4753747323
150,50632.7422665676,3625.52988095163,48161.0752688172,3746.07412668234,46127.0430107527,2706.26171977937,47916.4753747323
151,51470.2598111859,3639.45649279592,48149.5187165775,3725.95196172236,45883.0481283422,2702.80718246505,47916.4753747323
152,51648.3549550212,3129.11935946918,48148.7234042553,3706.02717071494,45984.7340425532,2690.28637217249,47916.4753747323
153,52328.1097784737,3068.30750740066,48370.1587301587,3692.99434683984,45974.2328042328,2675.99705261502,47916.4753747323
154,50497.4043606109,3228.55073621505,48198.2105263158,3677.49806391061,45963.8421052632,2661.85872573935,47916.4753747323
155,50796.4653063818,3403.5905411016,48005.5497382199,3663.23932651956,45901.2041884817,2648.59362369232,47916.4753747323
156,50964.6821657189,2964.78532800959,48052.3958333333,3644.36274119665,45740.2604166667,2639.66342356231,47916.4753747323
157,49790.1825333863,2791.77189893704,47953.6787564767,3626.73243851236,45824.5077720207,2627.27332003182,47916.4753747323
158,49758.1449524879,3959.9892231762,48405.4639175258,3636.26267247118,45724.8969072165,2615.56781030036,47916.4753747323
159,50076.5463389072,3041.43351302279,48160.8205128205,3625.82445562579,45641.6923076923,2603.42229588181,47916.4753747323
160,50827.3765127096,3326.89573679673,48038.5714285714,3609.31201808855,45695.0510204082,2590.62380014647,47916.4753747323
161,50948.0029397127,3311.42637908862,48434.3147208122,3612.7488451093,45633.654822335,2578.14121497193,47916.4753747323
162,50805.300012481,2547.14228037801,48452.3232323232,3594.45535981372,45418.3333333333,2574.1215508621,47916.4753747323
163,50697.1515587759,3742.43298112836,48359.5979899497,3577.50948768441,45275.527638191,2565.11927941981,47916.4753747323
164,51006.9021379625,3547.42174758008,48229.8,3561.90968666305,45103.65,2558.03917700406,47916.4753747323
165,51002.0034458297,2900.07355679608,48353.0348258706,3546.25274708655,45028.5074626866,2546.36348717263,47916.4753747323
166,51078.6548937362,3362.88190104908,48509.702970297,3532.1032581812,45038.2673267327,2533.71390319685,47916.4753747323
167,51706.8304878922,2736.15242395147,48595.3694581281,3515.66664249682,44996.2068965517,2521.52332216303,47916.4753747323
168,50038.2505163289,2458.46286823526,48553.2352941177,3498.6030605236,44971.7156862745,2509.22213964069,47916.4753747323
169,50988.674906645,3463.37348945906,48511.5121951219,3481.70427500299,45191.8536585366,2506.65472470219,47916.4753747323
170,51040.4198426854,3000.07796651743,48619.7087378641,3466.41756172784,45127.8155339806,2495.25302241144,47916.4753747323
171,50545.0728075332,3428.70357148546,48391.1111111111,3457.19304231655,45021.884057971,2485.40960887073,47916.4753747323
172,50171.0928542164,3039.37771254998,48296.0576923077,3441.81077829334,45069.8557692308,2473.87020866553,47916.4753747323
173,49930.1391685395,3096.3684716832,51320.956937799,4574.54224045461,44873.3492822967,2469.84396992003,47916.4753747323
174,50555.6831769912,3094.92923003446,51589.9047619048,4560.62954246808,44945.380952381,2459.08678826661,47916.4753747323
175,49636.9384931004,2871.52438024824,51643.981042654,4539.2359118468,44799.6682464455,2451.73137803478,47916.4753747323
176,50275.5406722952,3244.34025005907,51716.4150943396,4518.30633860037,44744.0094339623,2440.74951036924,47916.4753747323
177,50558.2882565315,3649.15794895144,51614.4600938967,4498.15462701868,44759.2957746479,2429.28486317987,47916.4753747323
178,50504.8223713205,3271.2085935411,51398.0373831776,4482.28901150812,44557.1495327103,2426.35478248733,47916.4753747323
179,49974.3241939425,3493.41370358244,51187.4418604651,4466.33469949792,44394.5581395349,2420.50925202785,47916.4753747323
180,50059.2050833147,2892.94289799949,50978.2407407407,4450.50353488677,44389.4907407407,2409.25642339313,47916.4753747323
181,49858.028183668,2802.67971754292,50863.133640553,4431.40149986715,44350.8294930876,2398.41552139338,47916.4753747323
182,49137.4758993271,2901.71785568348,50657.3394495413,4415.80044580848,44597.2018348624,2400.10015219759,47916.4753747323
183,49485.5415362634,3086.02714462846,50429.0410958904,4401.49639340891,44640.1369863014,2389.47805781298,47916.4753747323
184,49304.4125100493,3752.49710095762,50480.7272727273,4381.70448169637,44809.5,2384.61668354585,47916.4753747323
185,49479.6559547818,2647.51078267629,50368.1447963801,4363.24694128674,44657.4208144796,2378.66620305912,47916.4753747323
186,49908.4791146498,2684.9014334036,50223.6936936937,4345.91593322352,44992.4324324324,2391.59053311296,47916.4753747323
187,50360.8433344089,3686.92394652608,50267.533632287,4326.56285093212,45118.0269058296,2384.14292428098,47916.4753747323
188,48898.0504374215,3559.28902265157,50168.125,4308.31338207938,44916.6964285714,2382.01358137843,47916.4753747323
189,49326.878118429,3368.75438987618,50322.9333333333,4291.88519010152,44865.0666666667,2371.94407662716,47916.4753747323
190,50552.3742484215,2760.97353462152,50232.4336283186,4273.77270465937,44870.5309734513,2361.40845327229,47916.4753747323
191,49222.3423081412,3061.72509713958,50215.9911894273,4254.89411640429,45010.3083700441,2355.12969607117,47916.4753747323
192,50264.3494406269,3487.48575581037,50258.9035087719,4236.36839283032,44931.3157894737,2346.09074925645,47916.4753747323
193,49400.0630891315,2656.13434927185,50169.1266375546,4218.74737491871,45018.9519650655,2337.45150184508,47916.4753747323
194,49671.9542118429,3045.76189840062,50000.1304347826,4203.73805967266,45240.6086956522,2337.82211485486,47916.4753747323
195,49522.4762245447,2872.63004043067,49939.5238095238,4185.90162260114,45369.4372294372,2331.23554877499,47916.4753747323
196,49245.5681955106,2506.56514237707,50202.7155172414,4176.11863391084,45195.4310344828,2327.68488734663,47916.4753747323
197,49074.6382408681,2835.01077227968,50008.7124463519,4162.6608968221,45140.0858369099,2318.31533395084,47916.4753747323
198,49392.1334609266,2012.02121310125,50000.1282051282,4144.8043269179,45203.5897435897,2309.24257191755,47916.4753747323
199,49414.7742773836,2484.27915822457,49813.7446808511,4131.31594340371,45147.4042553191,2300.06329382699,47916.4753747323
200,49169.6623999633,2901.64866123635,49614.9576271186,4118.55645840063,45127.7118644068,2290.36080929359,47916.4753747323
201,49896.1813144694,2182.44955671103,49445.6962025316,4104.61114115803,44963.4599156118,2286.58791884206,47916.4753747323
202,48368.9361907302,2747.60273573718,49300.1260504202,4089.89447879283,45092.6050420168,2280.6148298076,47916.4753747323
203,48375.7724581328,3272.07087354208,49202.6778242678,4073.88060617719,45179.6652719665,2272.7075390763,47916.4753747323
204,48902.839573316,2947.96622438953,49226.8333333333,4056.90729514613,45199.75,2263.28779447954,47916.4753747323
205,48950.48850431,2933.7432761696,49035.020746888,4044.57337277905,45265.3112033195,2254.81473509735,47916.4753747323
206,48846.3688823653,2571.43862477895,48908.8429752066,4029.77499514893,45198.9256198347,2246.4438372897,47916.4753747323
207,49788.5550840806,3204.66424732292,48835.1440329218,4013.80249281158,45136.378600823,2238.03880369807,47916.4753747323
208,49157.6555933245,2504.21129881153,49200.5737704918,4014.02218540087,45275.9836065574,2233.2145970022,47916.4753747323
209,49780.7903004688,2101.62070414069,49197.387755102,3997.57254961571,45187.1020408163,2225.84465698315,47916.4753747323
210,48435.737477074,2822.42897514631,49505.5284552846,3993.21136442062,45382.2764227642,2225.36997874004,47916.4753747323
211,48949.4460460536,3412.41404239021,49817.3279352227,3989.23231630708,45212.7125506073,2222.82698168604,47916.4753747323
212,48978.1908361258,2976.17610335761,49713.3064516129,3974.44857854867,45417.5,2223.3174975283,47916.4753747323
213,49305.6156048527,2891.5540952237,49634.1365461847,3959.21740240488,45591.7269076305,2221.22363633113,47916.4753747323
214,48419.7989433628,2998.52872056838,49695.6,3943.79783273207,45561.36,2212.51230041021,47916.4753747323
215,49265.8798540377,3056.66186433706,49641.0358565737,3928.40311400076,45420.8764940239,2208.15349903822,47916.4753747323
216,48677.2183165905,2657.30620363627,49606.746031746,3912.90295256934,45347.7777777778,2200.57534620936,47916.4753747323
217,49245.4499589714,2946.99537219438,49524.9011857708,3898.23824507735,45318.7351778656,2192.03607112509,47916.4753747323
218,48358.3922234621,2799.22273357041,49471.6535433071,3883.19672345313,45164.4094488189,2188.84065364362,47916.4753747323
219,48272.2251922962,2722.00462018689,49481.568627451,3867.92130566341,45145.9215686274,2180.30186480866,47916.4753747323
220,49071.8698575538,2966.08377964589,49457.421875,3852.82895151321,45039.8828125,2174.34900410248,47916.4753747323
221,48718.715706434,2542.60661625826,49277.4319066148,3842.01371024982,44906.6536964981,2169.96524808341,47916.4753747323
222,48770.9804058138,3146.60086432669,49291.8604651163,3827.09154511965,45074.4573643411,2168.05077029842,47916.4753747323
223,48511.0597330815,2707.8302681819,49286.9498069498,3812.26103198433,44950.694980695,2163.20449861448,47916.4753747323
224,48231.4958640544,2397.84214043328,49239.6923076923,3797.8370429323,44800.8846153846,2160.07372144608,47916.4753747323
225,48572.4436992031,2957.67434440719,49169.8084291188,3783.87785240609,44820.8045977011,2151.85830290578,47916.4753747323
226,48612.6603989382,2842.99430797244,49015.7251908397,3772.54025463943,45021.679389313,2153.04080284457,47916.4753747323
227,48448.8171305492,2545.14869701573,49141.1406844106,3760.24130950342,44954.6768060836,2145.87338113191,47916.4753747323
228,48645.7005739091,2378.23442114151,49068.6363636364,3746.64809163129,44852.5757575758,2140.16030245525,47916.4753747323
229,48474.6920946103,3142.40125063216,49249.1320754717,3736.83445051785,44759.5471698113,2134.08992327963,47916.4753747323
230,47783.2777588055,3464.01949465642,49312.1052631579,3723.26778237825,44696.5413533835,2126.97366964356,47916.4753747323
231,48635.4503957335,2960.65416064323,49205.6928838951,3710.80234811125,44593.9325842697,2121.46975110157,47916.4753747323
232,48817.93138612,2306.39449327145,49150.0746268657,3697.32413087805,44430.8955223881,2119.82665841376,47916.4753747323
233,48917.9789085774,2709.16938073228,49078.8847583643,3684.21857456144,44338.2156133829,2113.95705465612,47916.4753747323
234,48612.5063914619,2619.1262008772,49111.9259259259,3670.6718588855,44292.1481481481,2106.60411579384,47916.4753747323
235,48481.9292774579,2712.48973453874,48974.9815498155,3659.6494067297,44283.6900369004,2098.81898435297,47916.4753747323
236,48236.4695152315,2046.18778070336,48941.9852941177,3646.29501513886,45010.5882352941,2214.25434792716,47916.4753747323
237,48327.1035755665,2603.39021160903,48948.0586080586,3632.89461397703,44862.5641025641,2211.09235164532,47916.4753747323
238,48668.6829984506,2595.75515480923,48970.1459854015,3619.65494450729,44760.8759124088,2205.34736899573,47916.4753747323
239,48366.2572570689,2656.47781064692,48986.9818181818,3606.48396525655,44729.0181818182,2197.53043268942,47916.4753747323
240,48450.191626486,3225.19565578668,48990.652173913,3593.3713594217,44637.6086956522,2191.45360874825,47916.4753747323
241,48673.9357704767,2376.18773715888,48925.7039711191,3580.9430693547,44582.238267148,2184.2180424337,47916.4753747323
242,48586.9440743915,3322.66193798631,48943.9568345324,3568.06233328898,44529.3165467626,2176.97845262167,47916.4753747323
