"epochs","BARTMean","BARTsd","MIMean","MIsd","BRmean","BRsd","PoptMean"
1,10.1173004164807,1.24184718303092,10.1211458062636,1.24275580804112,10.1211458062636,1.24275580804112,10.2121680142157
2,10.1233930200791,1.23039658088588,10.116960070615,1.23088174975997,10.1497786210605,1.24771407073348,10.2121680142157
3,10.1268941453728,1.21877496638487,10.1451316197676,1.2361216122424,10.0962586543818,1.2956329061517,10.2121680142157
4,10.152561392032,1.22186798674601,10.1241456533506,1.23407807590664,10.121659940394,1.2968553804804,10.2121680142157
5,10.1554048696432,1.21068519409365,10.0730379212368,1.28000232784057,10.1370201717243,1.28983151028613,10.2121680142157
6,10.1438877284786,1.20272048972117,10.0979466744118,1.28193671261996,10.1428430854519,1.27879459595098,10.2121680142157
7,10.1439323951921,1.19193358868015,10.0541388811685,1.31278558286438,10.1490531084758,1.26819230561242,10.2121680142157
8,10.1359932871466,1.18297790600445,10.0698687739684,1.30672174024325,10.1637608107642,1.26199924177452,10.2121680142157
9,10.1271765446541,1.17468926470872,10.076533766621,1.29641913843469,10.1596850373586,1.25146427984477,10.2121680142157
10,10.1403084099801,1.16912513154821,10.0835384438075,1.28653022824955,10.1489873712647,1.2435771445207,10.2121680142157
11,10.1595370306335,1.16902814821414,10.0985968273714,1.28117371093026,10.1536616078603,1.23371071847802,10.2121680142157
12,10.1602475969941,1.15941985371173,10.0957693007982,1.27082393171889,10.1525672127227,1.22358689266077,10.2121680142157
13,10.1590660336978,1.15006992327885,10.0865955828764,1.26263497538324,10.1499814672633,1.2138526624747,10.2121680142157
14,10.1531637506488,1.1418825581462,10.0920255863252,1.25332701552105,10.1619362640907,1.20797229918238,10.2121680142157
15,10.1537676751679,1.13293694096484,10.0903090172074,1.24357385806284,10.1670072747453,1.19919498246728,10.2121680142157
16,10.1700021557338,1.13189844979498,10.0979806189633,1.23554373947784,10.1762792295202,1.19231641654725,10.2121680142157
17,10.1813383795045,1.12711678044853,10.0977989546404,1.22614873489204,10.192898672567,1.1910434745714,10.2121680142157
18,10.1889803849297,1.12044739965714,10.0976226333859,1.21696483943022,10.1946053488623,1.18220544790405,10.2121680142157
19,10.1785995769806,1.11551606745213,10.0313014491029,1.3276748181646,10.2074682068335,1.17833480041492,10.2121680142157
20,10.1684050486002,1.1106829651985,10.0320801299633,1.31803497452311,10.2424317535493,1.20578670506687,10.2121680142157
21,10.1694128618475,1.10275367512843,10.0314827372705,1.30859625484917,10.2455398040694,1.19742938342839,10.2121680142157
22,10.1751401119633,1.09603817584261,10.0437550390337,1.30351424396144,10.2464205381885,1.18899036540803,10.2121680142157
23,10.1794745207946,1.08903003786863,10.0314907914888,1.29866475514657,10.2316684537949,1.187413131522,10.2121680142157
24,10.1743211764173,1.08245334723063,10.0377078342611,1.29084747879564,10.2250373750009,1.18063094629348,10.2121680142157
25,10.1736853087831,1.07512869870967,10.0329429831539,1.28275976090279,10.2400422971405,1.17980471448041,10.2121680142157
26,10.1745667365608,1.06796476599485,10.0268255072736,1.27529492915011,10.2418842701034,1.17202296613456,10.2121680142157
27,10.1948874790364,1.07579613746342,10.0365934395154,1.26977329449486,10.2432646480735,1.16434976285863,10.2121680142157
28,10.2107164069466,1.07789158139374,10.0526599584146,1.26945630887385,10.2672197418938,1.17595228246686,10.2121680142157
29,10.2284295179435,1.08247001568802,10.0559041698352,1.26162208436079,10.2853171160608,1.17941020392647,10.2121680142157
30,10.2302427887415,1.07571938819881,10.0518195447797,1.25414394645078,10.2903999635213,1.17280328894316,10.2121680142157
31,10.2268111211855,1.06942107391775,10.0645395818673,1.25152779524199,10.2839747313779,1.16688396268854,10.2121680142157
32,10.2372419922549,1.06698828870258,10.0961295440024,1.27625014156567,10.2766514313435,1.16155318461143,10.2121680142157
